uce,ominor,obimaculoides,lpealeii,ovulgaris,pcanaliculata
uce-4215,1,1,1,1,.
uce-4214,1,1,1,1,1
uce-24516,1,1,1,1,.
uce-38771,1,1,1,1,.
uce-35261,1,1,1,1,1
uce-9949,1,1,1,1,.
uce-5617,1,1,1,1,.
uce-7436,.,.,.,.,1
uce-3994,1,1,1,1,1
uce-7432,1,1,1,1,1
uce-34198,.,1,1,1,1
uce-3993,1,1,1,1,.
uce-7431,1,1,1,1,1
uce-11913,1,1,1,1,.
uce-27131,1,1,.,1,1
uce-36320,1,1,1,1,1
uce-11876,1,1,1,1,.
uce-33206,1,1,1,1,1
uce-33205,1,1,1,1,.
uce-33204,1,1,1,1,.
uce-15456,1,1,1,1,.
uce-33113,1,1,1,1,.
uce-32333,.,.,.,.,.
uce-32334,.,.,.,.,.
uce-4985,1,1,1,1,.
uce-38672,.,.,.,.,.
uce-21497,1,1,1,1,1
uce-21496,1,1,1,1,1
uce-22872,.,.,.,.,1
uce-19321,.,1,1,1,1
uce-15694,1,1,1,1,1
uce-15695,1,.,1,.,.
uce-29483,.,.,.,.,.
uce-15920,.,.,1,.,1
uce-8701,1,1,1,1,1
uce-8700,1,1,1,1,1
uce-8703,.,.,.,.,.
uce-7941,1,1,1,1,.
uce-7326,1,1,1,1,.
uce-8704,.,.,.,.,.
uce-8707,1,1,1,1,1
uce-7325,1,1,1,1,.
uce-3607,1,1,1,1,.
uce-1635,1,1,1,1,.
uce-142,1,1,1,.,1
uce-7981,1,1,1,1,1
uce-19248,1,1,1,1,1
uce-2003,1,1,.,1,1
uce-40308,1,1,1,1,1
uce-2005,1,1,.,1,1
uce-28447,1,1,1,1,.
uce-28446,1,1,1,1,.
uce-7502,1,1,1,1,1
uce-9729,1,1,1,1,.
uce-7052,1,1,1,1,.
uce-40307,1,1,1,1,.
uce-9177,.,1,1,1,1
uce-40302,1,1,1,1,1
uce-26284,1,1,1,1,.
uce-26119,1,1,1,1,.
uce-20633,1,1,1,1,1
uce-16007,1,1,1,1,.
uce-12078,.,1,1,1,1
uce-16002,1,1,1,1,1
uce-20635,1,1,1,1,.
uce-18891,.,1,1,1,1
uce-147,1,1,1,1,.
uce-16008,1,1,1,1,1
uce-26289,1,1,1,1,.
uce-149,1,1,1,1,.
uce-30663,1,1,1,1,.
uce-2488,1,1,1,1,.
uce-28848,.,1,1,.,.
uce-38671,.,.,.,.,.
uce-38670,1,1,1,1,.
uce-140,1,1,1,1,.
uce-26280,1,1,1,1,1
uce-2486,1,1,1,1,.
uce-143,1,1,.,1,1
uce-37555,1,1,.,1,1
uce-36439,1,1,.,1,.
uce-6902,1,1,.,1,1
uce-15852,1,1,1,1,.
uce-29823,1,1,1,1,.
uce-9619,1,1,1,1,.
uce-6129,1,1,1,1,.
uce-29827,.,1,1,1,1
uce-2174,.,.,.,.,.
uce-35983,1,1,1,1,1
uce-28537,1,1,1,1,.
uce-36153,1,1,1,1,.
uce-28531,1,1,1,1,.
uce-39140,1,1,1,1,1
uce-14337,.,1,1,1,.
uce-2173,.,.,.,.,.
uce-9446,1,1,1,1,.
uce-23237,1,1,1,1,1
uce-6275,1,1,.,1,.
uce-6273,1,1,.,1,1
uce-1476,1,1,1,1,.
uce-35235,.,1,.,1,.
uce-9126,1,1,1,1,.
uce-16013,.,.,1,.,.
uce-9437,1,1,1,1,1
uce-35236,1,1,1,1,.
uce-7618,1,1,1,1,.
uce-38860,1,1,1,1,.
uce-29227,1,1,1,1,.
uce-29224,.,.,.,.,.
uce-7611,.,1,.,1,.
uce-3979,1,1,1,1,1
uce-37268,1,1,1,1,1
uce-12105,1,1,1,1,1
uce-25003,1,1,1,1,.
uce-12106,1,1,1,1,.
uce-36503,1,1,.,1,.
uce-3972,1,1,1,1,1
uce-3971,1,1,1,1,.
uce-15727,1,1,1,1,.
uce-3976,1,1,1,1,1
uce-38073,1,1,1,1,1
uce-4690,1,1,1,1,.
uce-2399,1,1,1,1,.
uce-28532,1,1,1,1,.
uce-8923,1,1,1,1,.
uce-18531,.,1,1,1,1
uce-5219,1,1,1,1,1
uce-33974,1,1,1,1,.
uce-4163,1,1,1,1,1
uce-33971,.,1,1,1,1
uce-23959,.,1,1,1,1
uce-23956,1,1,1,1,.
uce-24114,1,1,1,1,.
uce-23952,1,1,1,1,.
uce-23953,.,1,1,1,1
uce-32007,1,1,1,1,.
uce-35487,1,1,1,1,.
uce-30271,.,.,1,.,.
uce-34762,1,1,1,1,.
uce-30276,1,1,1,1,1
uce-29859,.,.,.,.,.
uce-37580,1,1,1,1,.
uce-2953,1,1,1,1,.
uce-32005,1,1,1,1,1
uce-28265,.,1,1,1,1
uce-319,1,1,.,1,1
uce-318,1,1,.,1,1
uce-25139,1,1,1,1,.
uce-17753,1,1,1,1,.
uce-17752,1,1,1,1,.
uce-26532,1,1,1,1,.
uce-310,.,1,1,1,1
uce-25136,1,1,1,1,1
uce-317,1,1,1,1,.
uce-1149,1,1,1,1,.
uce-25426,1,1,1,1,.
uce-19973,1,1,1,1,1
uce-19972,.,.,1,.,.
uce-36617,1,1,1,1,1
uce-34367,1,1,1,1,.
uce-34366,1,1,1,1,1
uce-34361,1,1,1,1,.
uce-6374,1,1,1,1,1
uce-6587,1,1,1,1,1
uce-6586,1,1,1,1,1
uce-18244,.,.,1,.,.
uce-18245,1,1,1,1,1
uce-6375,1,1,1,1,.
uce-15320,1,1,1,1,.
uce-18534,1,1,1,1,.
uce-18243,.,.,1,.,.
uce-1720,.,.,.,.,.
uce-38851,1,.,.,1,1
uce-35362,.,.,.,.,.
uce-35363,.,.,.,.,.
uce-13438,1,1,.,1,1
uce-38854,1,1,1,1,.
uce-17394,1,1,1,1,.
uce-8357,.,1,1,1,1
uce-25084,1,1,1,1,.
uce-24359,.,1,1,1,1
uce-21548,.,1,1,1,1
uce-25252,1,1,1,1,.
uce-16594,.,1,1,1,.
uce-19989,.,.,.,.,.
uce-39184,1,1,1,1,1
uce-2822,1,1,1,1,.
uce-25258,1,1,1,1,.
uce-30585,.,.,.,.,.
uce-30584,.,.,.,.,.
uce-30586,.,.,.,.,.
uce-16754,1,1,1,1,.
uce-25714,1,1,1,1,.
uce-30582,.,1,1,1,.
uce-35560,1,1,1,1,1
uce-39217,1,1,.,1,1
uce-30589,1,1,1,1,.
uce-30588,1,1,1,1,.
uce-40275,1,1,1,1,.
uce-18338,1,1,1,1,.
uce-4288,1,1,1,1,.
uce-32636,1,1,1,1,.
uce-21935,.,.,1,1,.
uce-22672,1,1,1,1,.
uce-19756,1,1,1,1,.
uce-13726,1,1,.,1,1
uce-15216,1,1,1,1,.
uce-24035,1,1,1,1,.
uce-32536,1,1,1,1,1
uce-24031,1,1,1,1,.
uce-5379,.,.,.,.,1
uce-20045,1,1,1,1,1
uce-38924,1,1,1,1,1
uce-20043,1,1,1,1,1
uce-10183,1,1,1,1,.
uce-13065,.,.,1,1,.
uce-10181,1,1,1,1,.
uce-295,1,1,1,1,.
uce-8142,1,1,.,1,1
uce-8141,1,1,.,1,1
uce-296,1,1,1,1,.
uce-35357,.,1,1,.,.
uce-23779,1,1,.,1,1
uce-26245,1,1,1,1,.
uce-21800,1,1,.,1,1
uce-39480,1,1,1,1,.
uce-16103,.,.,.,.,.
uce-30291,.,.,.,1,.
uce-30293,1,1,1,1,.
uce-29225,.,.,.,.,.
uce-30294,1,1,1,1,1
uce-35678,.,.,1,.,1
uce-28698,1,1,1,1,1
uce-98,.,.,.,.,.
uce-16543,1,1,1,1,.
uce-33594,1,1,1,1,.
uce-21561,1,1,1,1,.
uce-37050,1,1,1,1,.
uce-12677,1,1,1,1,.
uce-16422,1,1,1,1,.
uce-10405,1,1,1,1,.
uce-19113,.,1,1,1,1
uce-19112,.,1,1,1,1
uce-36984,.,1,1,1,1
uce-15100,1,1,1,1,.
uce-4896,1,1,1,1,.
uce-5253,.,.,1,.,.
uce-20331,1,1,1,1,.
uce-3978,1,1,1,1,1
uce-5932,.,1,1,1,1
uce-11344,1,1,1,1,.
uce-3973,1,1,1,1,.
uce-17247,1,1,1,1,.
uce-19590,.,.,.,.,1
uce-10560,1,1,1,1,.
uce-10291,1,1,1,1,.
uce-5802,1,1,1,1,.
uce-20197,1,1,1,1,.
uce-21446,1,1,.,1,1
uce-20195,1,1,1,1,.
uce-19598,1,1,1,1,.
uce-30123,1,1,.,1,.
uce-10299,1,1,.,1,1
uce-20330,1,1,1,1,1
uce-37908,1,1,1,1,.
uce-12588,.,1,1,1,1
uce-11161,1,1,1,1,.
uce-36535,1,1,1,1,.
uce-12587,.,1,1,1,1
uce-37907,1,1,1,1,.
uce-37900,1,1,1,1,.
uce-37903,1,1,1,1,.
uce-3975,1,1,1,1,1
uce-26082,.,1,1,1,1
uce-14536,1,1,1,1,.
uce-14535,1,1,1,1,1
uce-20590,.,1,1,1,1
uce-30828,1,1,1,1,1
uce-8552,.,.,.,.,.
uce-15088,1,1,1,1,.
uce-26659,1,1,1,1,.
uce-6978,1,1,1,1,.
uce-23565,1,1,.,1,1
uce-32759,.,1,1,1,1
uce-15076,1,1,.,1,.
uce-4476,.,1,1,1,.
uce-24614,1,1,.,1,1
uce-8393,1,1,1,1,.
uce-8390,.,.,1,.,.
uce-8391,.,.,1,.,.
uce-18563,1,1,.,1,1
uce-32909,1,1,1,1,1
uce-23569,1,1,1,1,1
uce-23568,1,1,1,1,.
uce-10369,1,1,1,1,.
uce-5114,1,1,1,1,.
uce-11765,1,1,1,1,.
uce-4893,.,1,1,1,1
uce-25748,1,1,1,1,1
uce-22659,.,.,1,.,.
uce-21554,1,1,1,1,.
uce-6782,1,1,1,1,1
uce-27679,.,1,1,1,1
uce-27678,1,1,.,1,1
uce-26270,1,1,1,1,.
uce-21551,1,1,1,1,.
uce-21552,.,.,.,.,.
uce-21553,.,.,.,.,.
uce-27537,.,.,1,.,1
uce-22284,1,1,1,1,.
uce-11011,1,1,1,1,.
uce-27677,.,.,.,.,.
uce-26279,1,1,1,1,.
uce-27675,1,1,.,1,.
uce-792,1,1,1,1,.
uce-37870,1,1,.,1,.
uce-37872,.,.,1,.,.
uce-37873,.,1,1,1,1
uce-26076,1,1,1,1,.
uce-37875,.,1,1,1,1
uce-37878,1,1,1,1,.
uce-32997,1,1,1,1,.
uce-36059,1,1,1,1,1
uce-35155,1,1,1,1,.
uce-29091,1,1,1,1,.
uce-13985,.,1,1,1,1
uce-14627,1,1,1,1,1
uce-35154,1,1,1,1,1
uce-3564,1,1,1,1,.
uce-32907,1,1,1,1,.
uce-29927,1,1,1,1,.
uce-9191,1,1,1,1,.
uce-29920,1,1,.,1,.
uce-26019,1,1,1,1,.
uce-4734,1,1,1,1,.
uce-4227,1,1,1,1,.
uce-5609,1,1,1,1,1
uce-35659,1,1,1,1,1
uce-24508,1,1,1,1,.
uce-39704,1,1,1,1,.
uce-31504,1,1,.,1,.
uce-21439,1,1,1,1,1
uce-26470,1,1,1,1,1
uce-35150,1,1,1,1,1
uce-25922,1,1,1,1,.
uce-25927,.,.,.,.,1
uce-25928,.,.,.,.,.
uce-22816,.,1,1,1,1
uce-22592,1,1,1,1,.
uce-30905,1,1,.,1,1
uce-30904,1,1,1,1,1
uce-22597,1,1,1,1,.
uce-30909,1,1,1,1,.
uce-30908,1,1,.,1,1
uce-24744,1,1,1,1,.
uce-3245,.,1,1,1,1
uce-37274,.,1,1,1,1
uce-37275,.,1,1,1,1
uce-24300,.,1,1,1,.
uce-15915,1,1,.,1,1
uce-29605,1,1,1,1,1
uce-15669,1,1,1,1,.
uce-15919,1,1,1,1,.
uce-32180,1,1,1,1,.
uce-3728,1,1,1,1,.
uce-29727,1,1,1,1,1
uce-29726,1,1,1,1,.
uce-31161,1,1,1,1,.
uce-23347,1,1,1,1,1
uce-3537,.,1,1,1,1
uce-14474,1,1,1,1,.
uce-9578,.,1,1,1,.
uce-5320,1,1,1,1,1
uce-23955,1,1,1,1,1
uce-2544,1,1,1,1,1
uce-28986,1,1,1,1,.
uce-28987,1,1,1,1,.
uce-28988,1,1,1,1,.
uce-7042,1,1,.,1,1
uce-20131,1,1,.,1,1
uce-9738,.,1,1,1,.
uce-34739,.,.,.,.,1
uce-7044,1,1,1,1,1
uce-20607,.,.,.,.,.
uce-9926,.,1,1,1,1
uce-20605,.,.,.,.,.
uce-17538,1,1,1,1,.
uce-37116,.,.,.,1,.
uce-40467,.,1,1,1,.
uce-40466,1,1,1,1,.
uce-3380,1,1,1,1,.
uce-36421,1,1,1,1,.
uce-21736,1,1,1,1,.
uce-17530,1,1,1,1,.
uce-179,1,1,1,1,.
uce-178,1,1,1,1,.
uce-12060,1,1,1,1,.
uce-33107,.,1,1,1,1
uce-777,1,1,.,1,1
uce-32987,.,.,.,.,.
uce-32986,.,.,.,.,.
uce-21159,.,1,1,1,1
uce-15039,1,1,1,1,1
uce-7898,1,1,1,1,.
uce-26290,1,1,1,1,1
uce-14714,1,1,1,1,.
uce-2493,.,.,.,.,.
uce-2492,.,.,.,.,.
uce-28516,1,1,1,1,1
uce-778,1,1,1,1,.
uce-40731,1,1,1,1,1
uce-30270,.,.,.,.,.
uce-29583,1,1,1,1,.
uce-4765,1,1,1,1,.
uce-25265,.,1,1,1,1
uce-28529,1,1,.,1,.
uce-14840,1,1,1,1,.
uce-4764,1,1,1,1,.
uce-2163,1,1,.,1,1
uce-32292,1,1,1,1,.
uce-40063,1,1,1,1,.
uce-40062,.,1,1,1,1
uce-8950,1,1,.,.,1
uce-8955,1,1,1,1,1
uce-490,1,1,1,1,.
uce-40205,.,1,1,1,1
uce-9540,1,1,1,1,.
uce-40206,.,1,1,1,1
uce-9422,1,1,1,1,.
uce-32559,1,1,1,1,.
uce-29213,1,1,1,1,1
uce-9429,1,1,1,1,1
uce-16102,.,.,.,.,.
uce-37066,1,1,1,1,.
uce-17384,1,1,1,1,.
uce-38066,.,1,1,1,1
uce-30574,1,1,1,1,1
uce-1865,1,1,1,1,1
uce-17403,1,1,.,1,1
uce-36511,1,1,1,1,1
uce-27882,1,1,1,1,.
uce-3941,.,.,.,.,1
uce-6804,1,1,1,1,1
uce-6805,1,1,1,1,.
uce-24624,1,1,.,1,1
uce-467,1,1,1,1,.
uce-8036,1,1,1,1,.
uce-39196,.,.,1,.,.
uce-33966,1,1,1,1,.
uce-1606,1,1,1,1,.
uce-1605,1,1,1,1,.
uce-33965,1,1,1,1,.
uce-1603,1,1,1,.,.
uce-34571,1,1,1,1,1
uce-6489,.,.,1,1,.
uce-23969,1,1,1,1,.
uce-34578,1,1,1,1,.
uce-31059,1,1,1,1,.
uce-24296,1,1,1,1,1
uce-33969,.,1,1,1,1
uce-34772,1,1,1,1,.
uce-30266,1,1,.,1,1
uce-17754,1,1,1,1,.
uce-466,1,1,1,1,.
uce-1591,1,1,1,1,1
uce-6642,1,1,1,1,.
uce-30269,.,.,.,.,.
uce-1599,1,1,1,1,.
uce-22612,.,.,.,.,.
uce-22613,.,.,.,.,.
uce-38388,1,1,1,1,1
uce-20469,1,.,1,.,.
uce-25108,1,1,1,1,.
uce-20467,1,1,1,1,1
uce-40683,1,1,1,1,1
uce-38289,1,1,1,1,.
uce-25101,1,1,1,1,.
uce-38441,1,1,1,1,1
uce-19964,1,1,1,1,.
uce-1910,1,1,1,1,.
uce-19962,.,1,1,1,1
uce-38446,1,1,1,1,1
uce-38447,1,1,1,1,.
uce-29781,.,.,.,.,1
uce-38118,1,1,1,1,.
uce-6244,1,1,1,1,1
uce-38621,.,.,.,.,.
uce-35352,1,1,1,1,.
uce-12933,1,1,1,1,.
uce-12934,1,1,1,1,.
uce-35424,1,1,1,1,1
uce-18501,1,1,1,1,.
uce-18500,1,1,1,1,1
uce-20456,1,1,1,1,.
uce-3831,.,1,1,1,1
uce-25248,1,1,1,1,.
uce-25249,1,1,1,1,.
uce-12735,1,1,1,1,1
uce-34115,1,1,1,1,.
uce-25134,1,1,1,1,.
uce-8702,1,1,1,1,1
uce-25240,1,1,.,1,.
uce-32423,1,1,1,1,.
uce-26278,1,1,1,1,.
uce-26843,1,1,1,1,1
uce-25247,1,1,1,1,.
uce-2830,1,.,1,.,.
uce-1670,1,1,1,1,.
uce-29930,1,1,1,1,.
uce-21237,1,1,1,1,.
uce-37486,.,1,1,1,1
uce-26919,.,1,1,1,1
uce-21238,1,1,1,1,1
uce-10996,1,1,1,1,.
uce-24341,1,1,.,1,1
uce-10622,.,1,1,1,1
uce-10992,1,1,.,1,1
uce-38629,1,1,1,1,.
uce-30594,1,1,1,1,.
uce-13533,.,.,1,.,.
uce-13532,.,.,1,.,.
uce-12003,1,1,1,1,.
uce-35517,1,1,1,1,1
uce-35516,1,1,1,1,1
uce-37640,1,1,1,1,.
uce-16365,1,1,.,1,1
uce-25463,.,1,1,1,1
uce-18613,.,1,1,1,1
uce-15264,1,1,.,1,1
uce-18346,1,1,1,1,.
uce-39406,.,.,.,.,.
uce-18343,1,1,1,1,.
uce-39404,1,1,1,1,.
uce-38930,1,1,1,1,.
uce-35224,1,1,1,1,.
uce-6221,.,.,.,.,1
uce-5347,1,1,1,1,.
uce-35252,1,1,1,1,.
uce-35220,1,1,1,1,.
uce-23740,1,1,1,1,.
uce-35229,1,1,1,1,1
uce-19596,1,1,1,1,.
uce-5571,1,1,1,1,.
uce-26399,1,1,1,1,1
uce-17192,1,1,1,1,.
uce-9558,1,1,1,1,.
uce-34360,1,1,1,1,.
uce-26825,1,1,.,1,1
uce-21835,1,1,1,1,.
uce-2434,1,1,.,1,1
uce-26840,1,1,1,1,.
uce-25420,1,1,1,1,1
uce-30280,1,1,1,1,.
uce-30281,1,1,1,1,.
uce-31417,1,1,1,1,.
uce-13154,1,1,1,1,.
uce-21839,.,1,.,1,1
uce-19108,1,1,1,1,1
uce-1728,1,1,1,1,.
uce-10178,1,1,1,1,.
uce-33581,.,.,.,.,.
uce-33582,.,.,.,.,.
uce-27245,1,1,1,1,.
uce-10172,1,1,1,1,1
uce-10170,1,1,.,1,.
uce-36992,1,1,1,1,1
uce-38858,1,1,.,1,.
uce-37201,1,1,.,1,1
uce-33744,1,1,1,1,.
uce-21768,.,1,1,1,1
uce-33748,1,1,.,1,1
uce-33749,1,1,1,1,1
uce-29294,1,1,1,1,1
uce-37199,1,1,1,1,.
uce-8644,1,1,1,1,.
uce-34915,.,.,.,.,.
uce-18242,1,1,1,1,1
uce-18299,1,1,1,1,1
uce-18298,1,1,1,1,1
uce-10282,.,1,.,1,1
uce-929,.,1,1,.,.
uce-34913,.,.,.,.,.
uce-5746,1,1,1,1,.
uce-11573,1,1,1,1,1
uce-21908,.,.,1,.,.
uce-38034,1,1,1,1,.
uce-5291,1,1,1,1,.
uce-5292,1,1,.,1,1
uce-19583,1,1,.,1,1
uce-11578,1,1,1,1,.
uce-34911,.,.,.,.,.
uce-19588,1,1,1,1,.
uce-21906,.,.,.,.,1
uce-22213,1,1,1,1,1
uce-2207,.,1,1,1,1
uce-32679,1,1,1,1,.
uce-23150,1,1,.,1,1
uce-21378,1,1,1,1,.
uce-34660,1,1,.,1,.
uce-31967,1,1,1,1,1
uce-36194,1,1,1,1,1
uce-19361,1,1,1,1,.
uce-11397,1,1,1,1,.
uce-8094,.,1,1,1,1
uce-29770,1,1,1,1,.
uce-3665,1,1,1,1,1
uce-38380,1,1,.,1,1
uce-8549,1,1,1,1,.
uce-23331,.,.,1,.,.
uce-23570,1,1,.,1,1
uce-34904,1,1,1,1,.
uce-31427,1,1,.,1,1
uce-19561,1,1,1,1,.
uce-8492,1,1,1,1,.
uce-8542,1,1,1,.,1
uce-23576,1,1,1,1,1
uce-15005,.,.,.,.,.
uce-15004,.,.,.,.,.
uce-9894,.,1,.,1,.
uce-40105,1,1,1,1,.
uce-8389,1,1,1,1,1
uce-14553,1,1,1,1,.
uce-15003,1,1,1,1,.
uce-4342,1,1,1,1,1
uce-32764,1,1,1,1,1
uce-8381,1,1,.,1,1
uce-5127,1,1,1,1,.
uce-8383,1,1,.,1,1
uce-25756,1,1,1,1,1
uce-8379,.,1,1,1,1
uce-5906,1,1,1,1,.
uce-14809,1,1,1,1,1
uce-5901,1,1,1,1,.
uce-5902,.,1,1,1,.
uce-5903,1,1,1,1,.
uce-26123,1,1,1,1,.
uce-30869,1,1,1,1,.
uce-27664,1,1,1,1,.
uce-783,.,1,1,1,1
uce-16296,1,1,1,1,.
uce-27661,1,1,1,1,.
uce-22291,1,1,1,1,.
uce-24946,.,.,1,.,1
uce-29258,1,1,1,1,.
uce-12286,1,1,1,1,.
uce-26590,1,1,1,1,1
uce-547,1,1,1,1,1
uce-37809,1,1,1,1,.
uce-541,1,1,1,1,.
uce-4239,1,1,1,1,1
uce-9968,1,1,1,1,1
uce-14612,1,1,.,1,1
uce-39151,1,1,1,1,.
uce-4230,1,1,1,1,.
uce-4233,1,1,1,1,.
uce-31366,1,1,1,1,1
uce-9966,1,1,1,1,1
uce-4234,.,.,1,.,.
uce-33564,.,.,.,.,.
uce-26442,1,1,1,1,.
uce-26441,1,1,1,1,1
uce-26440,1,1,1,1,1
uce-24571,.,1,1,1,1
uce-35049,1,1,1,1,.
uce-26445,1,1,1,1,.
uce-5639,.,1,1,1,1
uce-11152,1,1,1,1,.
uce-7437,.,.,.,.,1
uce-29251,1,1,1,1,1
uce-11154,1,1,1,1,.
uce-25932,.,.,.,.,.
uce-25933,.,.,.,.,.
uce-20726,1,1,1,1,.
uce-27378,1,1,1,1,1
uce-25934,.,.,.,.,1
uce-7292,1,1,1,1,.
uce-11180,.,1,1,1,1
uce-25939,1,1,1,1,.
uce-36453,.,.,1,.,.
uce-13698,1,1,1,1,1
uce-30913,1,1,1,1,.
uce-18997,1,1,1,1,1
uce-22110,1,1,1,1,.
uce-37478,1,1,.,1,.
uce-32355,1,1,1,1,1
uce-15905,1,1,1,1,.
uce-23190,1,1,1,1,.
uce-22343,.,1,1,1,1
uce-15676,1,1,1,1,.
uce-22345,1,1,1,1,.
uce-13889,1,1,1,1,.
uce-23195,1,1,1,1,.
uce-22348,.,.,.,.,.
uce-26935,.,1,1,1,.
uce-34464,1,1,1,1,.
uce-16595,.,1,1,1,.
uce-2710,.,1,1,1,1
uce-4312,1,1,1,1,.
uce-12504,1,1,1,1,1
uce-33747,1,1,1,1,1
uce-29734,1,1,1,1,.
uce-29735,1,1,1,1,.
uce-37020,1,1,.,1,.
uce-29730,.,.,.,.,.
uce-29731,.,.,.,.,1
uce-29732,1,1,1,1,1
uce-4653,1,1,1,1,1
uce-19482,1,1,1,1,.
uce-29738,1,1,1,1,1
uce-40674,1,1,1,1,1
uce-3494,1,1,1,1,.
uce-3009,1,1,.,1,1
uce-2537,1,1,.,1,1
uce-2530,1,1,1,1,.
uce-27925,1,1,1,1,.
uce-9700,1,1,1,1,.
uce-21432,1,1,1,1,.
uce-20610,1,.,.,1,.
uce-10987,1,1,1,1,.
uce-7074,1,1,1,1,.
uce-7072,1,1,1,1,1
uce-436,1,1,1,1,.
uce-22851,.,1,1,1,1
uce-12052,1,1,1,1,.
uce-12050,1,1,1,1,.
uce-38619,.,.,.,.,.
uce-17529,1,1,1,1,.
uce-26139,1,1,1,1,1
uce-38614,1,1,1,1,.
uce-26135,.,.,.,.,.
uce-38616,1,1,1,1,.
uce-26133,1,1,1,1,.
uce-10888,.,1,1,1,1
uce-38613,1,1,1,1,.
uce-36452,.,.,.,.,1
uce-32994,1,1,1,1,.
uce-28862,.,.,.,.,.
uce-28861,.,.,.,.,.
uce-27928,1,1,1,1,.
uce-32991,.,.,.,.,.
uce-32992,.,.,.,.,.
uce-32993,1,1,1,1,.
uce-29590,.,.,1,.,1
uce-36292,.,1,1,1,1
uce-28869,1,1,1,1,.
uce-21584,1,1,1,1,1
uce-32998,.,.,1,.,.
uce-32999,.,.,1,.,.
uce-9632,1,1,.,1,.
uce-20812,1,1,.,1,1
uce-38617,1,1,1,1,.
uce-9631,1,1,.,1,.
uce-2625,1,1,1,1,1
uce-2626,1,1,1,1,1
uce-2155,1,1,1,1,.
uce-30581,.,1,1,1,.
uce-8611,1,1,1,1,.
uce-8610,1,1,1,1,.
uce-17834,.,.,1,.,.
uce-17835,1,1,1,1,.
uce-8947,1,1,1,1,.
uce-1453,1,1,1,1,.
uce-1450,.,1,1,1,1
uce-38650,1,1,1,1,1
uce-9413,1,1,1,1,.
uce-9410,1,1,1,1,.
uce-9416,1,1,1,1,.
uce-9414,1,1,1,1,1
uce-20817,1,1,1,1,.
uce-390,1,1,1,1,.
uce-40213,.,1,1,1,1
uce-20505,1,1,1,1,.
uce-36467,1,1,1,1,.
uce-11136,1,1,1,1,1
uce-9387,1,1,1,1,1
uce-12127,1,1,1,1,1
uce-38720,1,1,1,1,.
uce-3953,.,.,.,.,.
uce-3952,.,.,.,.,.
uce-17414,1,1,1,1,1
uce-38056,1,1,1,1,.
uce-1854,1,.,1,1,.
uce-12120,1,1,1,1,.
uce-33009,1,1,1,1,.
uce-38728,.,1,1,1,1
uce-21702,1,1,1,1,.
uce-21059,.,1,1,1,1
uce-12129,1,1,1,1,.
uce-12128,1,1,1,1,1
uce-6078,1,1,.,1,.
uce-6810,1,1,1,1,.
uce-15492,.,1,1,1,.
uce-15493,1,1,1,1,.
uce-16696,1,1,1,1,.
uce-1738,1,1,1,1,.
uce-19751,1,1,1,1,.
uce-6491,.,.,1,1,.
uce-14765,.,1,1,1,1
uce-7096,.,.,.,.,.
uce-21667,.,.,.,.,.
uce-7708,1,1,1,1,.
uce-7709,1,1,1,1,1
uce-6653,1,1,1,1,.
uce-34293,1,1,1,1,.
uce-7701,.,.,.,.,.
uce-7702,.,.,.,.,.
uce-9562,1,1,1,1,.
uce-32989,1,1,1,1,.
uce-34748,1,1,1,1,.
uce-20470,.,.,1,.,.
uce-20471,1,1,1,1,1
uce-20473,1,1,.,1,1
uce-22623,1,1,1,1,1
uce-25117,1,1,1,1,.
uce-19306,1,1,1,1,1
uce-40694,1,1,1,1,.
uce-27985,.,.,.,.,.
uce-1927,1,1,.,1,1
uce-28648,.,.,.,.,.
uce-38431,1,1,1,1,.
uce-1923,1,1,.,1,1
uce-34345,1,1,.,.,1
uce-38120,1,1,1,1,.
uce-31928,.,1,1,1,1
uce-37819,1,1,1,1,1
uce-28647,.,.,.,.,.
uce-4237,1,1,1,1,.
uce-14292,1,1,1,1,.
uce-14291,.,.,.,.,.
uce-14290,.,.,.,.,.
uce-35436,1,1,1,1,1
uce-14296,.,1,1,1,1
uce-33417,1,1,1,1,.
uce-15214,1,1,1,1,.
uce-14299,1,1,1,1,1
uce-14052,1,1,1,1,.
uce-31107,1,1,1,1,.
uce-5715,1,1,1,1,.
uce-13094,.,.,.,.,.
uce-13095,.,.,.,.,.
uce-2844,1,1,1,1,.
uce-2846,1,1,1,1,.
uce-35288,1,1,1,1,1
uce-2840,1,1,1,1,1
uce-10616,1,1,1,1,1
uce-29097,.,1,1,1,1
uce-34436,1,1,1,1,.
uce-10968,1,1,1,1,1
uce-976,1,1,1,1,1
uce-203,1,1,1,1,1
uce-26871,.,.,1,.,.
uce-16737,1,1,1,1,1
uce-18426,1,1,1,1,.
uce-39237,1,1,1,1,.
uce-39232,1,1,1,1,.
uce-35509,.,1,1,1,1
uce-35506,1,1,1,1,.
uce-37659,1,1,1,1,.
uce-1631,1,1,1,1,.
uce-7892,1,1,1,1,1
uce-38544,1,1,1,1,.
uce-16738,1,1,1,1,.
uce-16739,1,1,1,1,1
uce-996,1,1,1,1,.
uce-38929,1,1,1,1,1
uce-19770,1,1,1,1,.
uce-35230,1,1,1,1,1
uce-12439,1,1,1,1,.
uce-32512,1,1,1,1,.
uce-32513,.,.,.,.,.
uce-32514,.,.,.,.,.
uce-18353,1,1,1,1,.
uce-39144,1,1,1,1,.
uce-998,1,1,1,1,.
