uce,ominor,obimaculoides,lpealeii,ovulgaris,pcanaliculata
uce-12714,1,1,1,1,.
uce-19336,1,1,1,1,1
uce-15340,1,1,.,1,.
uce-15341,.,.,.,.,.
uce-24122,1,1,1,1,.
uce-38834,1,1,1,1,.
uce-25437,1,1,1,1,.
uce-17008,.,1,.,1,1
uce-19906,1,1,1,.,1
uce-7745,1,1,1,1,.
uce-23668,1,1,1,1,1
uce-23669,1,1,1,1,.
uce-25430,1,1,1,1,.
uce-17007,1,1,1,1,1
uce-13010,1,1,1,1,.
uce-26177,.,1,1,1,1
uce-30321,1,1,1,1,1
uce-282,1,1,1,1,.
uce-16537,1,1,1,1,.
uce-37412,1,1,1,1,.
uce-16539,1,1,1,1,1
uce-36839,1,1,.,1,.
uce-24796,1,1,1,1,.
uce-37415,1,1,1,1,.
uce-19063,1,1,1,1,1
uce-10274,1,1,1,1,.
uce-12741,.,1,1,1,1
uce-12740,1,1,1,1,1
uce-19067,1,1,1,1,.
uce-33668,1,1,1,1,1
uce-19065,1,1,1,1,1
uce-19064,1,1,1,1,1
uce-31339,1,1,1,1,1
uce-19069,1,1,1,1,1
uce-19068,1,1,1,1,.
uce-3324,1,1,1,1,.
uce-39656,1,1,1,1,.
uce-39657,1,1,1,1,.
uce-693,1,1,1,1,1
uce-32152,.,.,.,.,.
uce-39658,1,1,1,1,.
uce-21696,1,1,1,1,.
uce-16530,1,1,1,1,1
uce-39848,.,1,1,1,1
uce-21695,1,1,1,1,1
uce-14368,1,1,1,1,.
uce-10092,1,1,1,1,.
uce-25501,1,1,1,1,1
uce-25500,1,1,1,.,1
uce-31245,1,1,.,1,1
uce-26988,.,1,1,1,1
uce-14361,1,1,1,1,1
uce-10545,.,.,.,.,1
uce-2490,1,1,1,1,1
uce-17318,1,1,.,1,1
uce-19660,1,1,1,1,.
uce-18340,1,1,1,1,1
uce-10309,.,.,.,.,.
uce-10308,.,.,.,.,.
uce-20977,.,.,.,.,.
uce-22046,1,1,1,1,.
uce-27940,1,1,1,1,.
uce-10303,.,1,1,1,1
uce-4226,1,1,1,1,.
uce-10307,.,.,.,.,1
uce-10306,1,1,.,1,1
uce-27763,1,1,1,1,1
uce-31741,1,1,1,1,.
uce-31743,1,1,1,1,.
uce-27769,.,.,.,.,.
uce-24583,.,.,1,.,.
uce-24584,.,.,1,.,.
uce-13153,1,1,1,1,1
uce-27944,1,1,1,1,.
uce-34862,.,1,1,1,1
uce-32047,.,.,.,.,.
uce-12697,1,1,1,1,.
uce-5680,.,.,1,.,.
uce-12691,.,.,.,.,.
uce-12690,.,.,.,.,1
uce-12693,1,1,1,1,.
uce-5689,1,1,1,1,.
uce-12698,1,1,1,1,.
uce-32048,.,.,.,.,.
uce-32049,.,.,.,.,.
uce-5512,1,1,.,1,1
uce-5042,.,1,1,1,1
uce-27368,1,1,1,1,.
uce-32529,1,1,.,1,1
uce-26985,1,1,1,1,1
uce-36201,1,1,.,1,.
uce-20809,1,1,1,1,.
uce-17829,1,1,1,1,1
uce-17828,1,1,1,1,1
uce-465,.,.,.,.,.
uce-21409,1,1,1,1,1
uce-17825,1,1,1,1,1
uce-20803,.,1,1,1,1
uce-26365,.,.,.,.,1
uce-2193,.,.,1,.,.
uce-26363,.,1,.,.,.
uce-20807,1,1,1,1,1
uce-20806,1,1,1,1,.
uce-32103,1,1,1,1,.
uce-32102,1,1,1,1,1
uce-13837,1,1,1,1,.
uce-13838,1,1,1,1,.
uce-37961,1,1,1,1,1
uce-26700,1,1,1,1,.
uce-19089,1,1,1,1,.
uce-1412,1,1,1,1,.
uce-24478,1,1,1,1,.
uce-36162,1,1,1,1,.
uce-24477,1,1,1,1,1
uce-24470,.,1,1,1,.
uce-24471,.,1,1,1,1
uce-4330,1,1,1,1,1
uce-4331,1,1,.,1,1
uce-24678,1,1,1,1,1
uce-1411,1,1,1,1,.
uce-23581,1,1,1,1,1
uce-4335,1,1,1,1,1
uce-4336,1,1,.,1,1
uce-3471,1,1,1,1,.
uce-9808,.,1,1,1,1
uce-24677,1,1,1,1,.
uce-30378,.,1,1,1,.
uce-26180,1,1,1,1,1
uce-7350,1,1,1,1,.
uce-26186,1,1,.,.,1
uce-29747,1,1,.,1,1
uce-2733,1,1,1,1,1
uce-3656,1,1,1,1,.
uce-3309,1,1,1,1,1
uce-12289,1,1,1,1,.
uce-3655,1,1,1,1,.
uce-18383,.,1,1,1,1
uce-21532,.,1,1,1,1
uce-36228,1,1,1,1,.
uce-26747,.,.,.,.,.
uce-26748,1,1,.,1,.
uce-15574,1,1,1,1,.
uce-36224,1,1,1,1,.
uce-36225,1,1,1,1,1
uce-18851,1,1,1,1,.
uce-18850,1,1,1,1,.
uce-18853,.,1,1,1,1
uce-18852,.,1,1,1,1
uce-8680,1,1,.,1,.
uce-8681,.,1,.,1,.
uce-32214,1,1,1,1,1
uce-32213,1,1,1,1,1
uce-8685,1,1,1,1,.
uce-12239,.,.,.,.,1
uce-32210,1,1,1,1,1
uce-8688,1,1,1,1,.
uce-23051,1,1,1,1,.
uce-33740,1,1,1,1,1
uce-3783,1,1,.,1,1
uce-26699,1,1,1,1,.
uce-18042,1,1,1,1,.
uce-29980,1,1,.,1,1
uce-26693,1,1,1,1,.
uce-26691,1,1,1,1,.
uce-6171,.,.,.,.,.
uce-6172,.,.,.,.,.
uce-6173,.,.,1,.,.
uce-6174,.,.,.,.,1
uce-6175,.,.,.,.,.
uce-15883,1,1,1,1,.
uce-6177,1,1,1,1,.
uce-28586,1,1,1,1,1
uce-29298,1,1,1,1,.
uce-33074,1,1,.,1,1
uce-33075,1,1,.,1,1
uce-20753,1,1,1,1,.
uce-20752,.,1,1,1,1
uce-27800,1,1,1,1,.
uce-33072,.,.,1,.,.
uce-33073,.,.,1,.,.
uce-6884,1,1,1,.,1
uce-6885,1,1,1,1,.
uce-6886,1,1,.,1,.
uce-33079,1,1,1,1,.
uce-6882,1,1,1,1,1
uce-25839,1,1,1,1,.
uce-21626,1,1,1,1,1
uce-28909,1,1,.,1,.
uce-35808,1,1,1,1,.
uce-35801,1,1,1,1,1
uce-31079,1,1,1,1,1
uce-607,1,1,1,1,.
uce-35805,1,1,1,1,1
uce-21629,1,1,1,1,.
uce-29183,.,.,.,.,.
uce-9918,1,1,1,1,.
uce-31815,.,1,1,1,1
uce-29184,.,.,.,.,.
uce-3256,1,1,1,1,.
uce-23080,1,1,1,1,1
uce-3526,1,1,1,1,1
uce-32526,1,1,1,1,.
uce-24904,1,1,1,1,.
uce-28769,.,.,1,.,.
uce-29360,1,1,1,1,.
uce-7771,.,.,.,.,.
uce-7770,.,.,1,.,.
uce-29364,1,1,.,1,.
uce-40601,1,1,1,1,1
uce-4770,.,1,1,1,1
uce-37771,1,1,1,1,1
uce-39930,1,1,1,1,.
uce-32178,1,1,.,1,1
uce-37776,1,1,1,1,.
uce-40359,.,1,1,1,1
uce-28849,1,1,1,1,1
uce-7572,1,1,.,1,1
uce-31071,.,1,1,1,1
uce-38358,.,.,.,.,.
uce-37170,.,1,1,1,1
uce-16055,1,1,1,1,.
uce-16054,1,1,1,1,.
uce-38769,.,1,.,1,1
uce-16052,1,1,.,1,1
uce-16050,1,1,1,1,1
uce-38351,1,1,1,1,.
uce-3894,1,1,.,1,1
uce-38355,1,1,1,1,.
uce-38356,1,1,1,1,.
uce-16058,1,1,1,1,.
uce-23826,1,1,1,1,.
uce-6778,1,1,1,1,.
uce-2436,.,.,1,.,1
uce-40618,1,1,1,1,.
uce-7684,1,1,1,1,.
uce-20896,1,1,1,.,.
uce-38768,1,1,1,1,.
uce-146,1,1,.,1,1
uce-245,1,1,1,1,1
uce-14022,1,.,.,.,.
uce-6553,1,1,1,1,1
uce-6550,1,1,1,1,1
uce-6226,.,.,.,.,.
uce-6227,.,.,.,.,1
uce-12892,1,1,1,1,1
uce-28167,1,.,1,.,1
uce-10916,1,1,1,1,1
uce-20378,1,1,1,1,1
uce-38934,1,1,.,1,1
uce-10913,1,1,1,1,.
uce-22987,1,1,1,1,.
uce-30515,1,1,1,1,1
uce-10918,1,1,1,1,1
uce-6795,1,1,1,1,.
uce-27516,1,1,1,1,.
uce-10576,1,1,1,1,.
uce-39803,.,.,.,.,.
uce-39802,.,.,1,.,.
uce-1689,1,1,1,1,1
uce-1687,1,.,1,1,1
uce-20572,1,1,1,1,1
uce-36770,1,1,1,1,.
uce-36771,1,1,1,1,.
uce-39808,1,1,1,1,1
uce-34268,1,1,.,1,1
uce-37084,.,1,1,1,1
uce-36578,1,1,1,1,.
uce-1519,1,1,1,1,1
uce-1518,.,.,.,.,1
uce-1517,.,.,.,.,.
uce-1516,1,1,1,1,.
uce-36570,.,1,1,1,1
uce-33091,1,1,1,1,1
uce-3742,1,1,1,.,1
uce-34266,1,1,1,1,.
uce-34267,1,1,1,1,1
uce-39241,1,1,.,1,.
uce-18102,1,1,1,1,.
uce-39243,1,1,1,1,.
uce-39244,1,1,1,1,.
uce-18104,1,1,1,1,1
uce-39249,1,1,1,1,1
uce-39248,1,1,1,1,1
uce-14112,1,1,.,1,.
uce-35020,1,1,1,1,.
uce-12825,1,1,1,1,.
uce-23902,.,.,.,.,.
uce-23905,1,1,1,1,.
uce-23904,1,1,1,1,.
uce-34514,1,1,1,1,1
uce-34047,.,1,1,1,1
uce-28012,1,1,1,1,.
uce-31038,1,1,1,1,.
uce-6422,1,1,1,1,.
uce-22923,1,1,1,1,.
uce-2962,1,1,1,1,1
uce-13483,1,1,1,1,.
uce-40186,.,.,.,.,.
uce-30201,1,1,1,1,.
uce-21829,1,1,1,1,.
uce-24270,1,1,1,1,.
uce-21183,1,1,1,1,1
uce-21907,.,.,.,.,.
uce-2921,.,1,1,1,1
uce-40827,1,1,1,1,.
uce-40826,1,1,1,1,.
uce-13240,1,1,1,1,.
uce-72,1,1,1,1,1
uce-13244,1,1,1,1,.
uce-33894,1,1,1,1,.
uce-38265,1,1,1,1,.
uce-38228,1,1,1,1,.
uce-39334,1,1,1,1,1
uce-34195,1,1,1,1,1
uce-7381,.,.,.,.,.
uce-39797,1,1,1,1,1
uce-39795,1,1,.,1,1
uce-39793,1,1,1,1,1
uce-39791,1,1,1,1,.
uce-39790,1,1,1,1,1
uce-13464,.,1,1,1,1
uce-39798,1,1,1,1,1
uce-25428,1,1,1,1,1
uce-32450,1,1,1,1,.
uce-15375,1,1,1,1,1
uce-32452,1,1,1,1,.
uce-14209,1,1,1,1,.
uce-24115,1,1,1,1,1
uce-35488,1,1,1,1,.
uce-20100,1,1,1,1,1
uce-20101,1,1,1,1,.
uce-25423,1,1,1,1,.
uce-15379,1,1,1,1,.
uce-25427,1,1,.,1,.
uce-9608,1,1,1,1,1
uce-38962,1,1,.,1,1
uce-31323,1,1,.,1,1
uce-31321,1,1,1,1,.
uce-32540,.,.,.,.,1
uce-33639,1,1,1,1,1
uce-31329,1,1,1,1,.
uce-13797,1,1,1,1,.
uce-13796,.,.,1,.,.
uce-13795,.,.,.,.,.
uce-13794,.,.,.,.,.
uce-13793,.,.,.,.,.
uce-13792,.,.,.,.,.
uce-13063,.,1,1,1,.
uce-16542,1,1,1,1,1
uce-183,.,1,1,1,1
uce-13798,1,1,1,1,.
uce-12755,1,1,1,1,1
uce-12756,1,1,1,1,1
uce-15040,1,1,1,1,1
uce-19070,.,.,1,.,.
uce-19071,.,.,1,.,.
uce-19073,1,1,1,1,1
uce-12592,.,1,1,1,1
uce-19078,1,1,1,1,1
uce-19079,1,1,1,1,1
uce-33670,1,1,1,1,.
uce-18679,1,1,1,1,1
uce-18678,.,.,1,.,.
uce-32302,1,1,.,1,1
uce-35151,1,1,1,1,1
uce-19277,1,1,1,1,1
uce-8309,1,1,1,1,.
uce-18677,.,.,1,.,.
uce-23729,1,1,1,1,.
uce-23728,1,1,1,1,.
uce-14372,1,1,1,1,.
uce-31259,.,1,.,.,1
uce-5325,1,1,1,1,.
uce-5326,1,1,1,1,1
uce-5327,1,1,1,1,1
uce-31250,1,1,1,1,.
uce-749,1,1,.,1,1
uce-23725,1,1,1,1,.
uce-25513,1,1,1,1,1
uce-17402,.,1,1,1,1
uce-23276,1,1,1,1,.
uce-13930,1,1,1,1,1
uce-20963,1,1,1,.,1
uce-20869,1,1,.,1,1
uce-5990,1,1,1,1,1
uce-13427,1,1,1,1,.
uce-743,1,1,1,1,.
uce-27770,.,.,1,.,.
uce-32212,1,1,1,1,1
uce-18524,1,1,1,1,.
uce-12686,.,.,1,.,1
uce-32678,.,.,.,.,1
uce-12683,1,1,1,1,.
uce-12681,1,1,1,1,.
uce-4036,1,1,1,1,1
uce-32675,.,1,1,1,.
uce-32674,.,1,1,1,.
uce-12688,.,.,1,.,.
uce-32676,.,.,.,.,.
uce-11311,1,1,1,1,.
uce-18150,1,1,1,1,1
uce-5525,1,1,1,1,1
uce-5031,.,.,.,.,.
uce-5032,.,.,.,.,.
uce-5033,.,.,.,.,.
uce-13254,1,1,1,1,.
uce-32046,.,.,.,.,.
uce-8250,1,1,1,1,.
uce-12694,1,1,1,1,1
uce-11131,.,.,1,.,1
uce-11133,.,.,.,.,.
uce-11132,.,.,.,.,.
uce-11134,1,1,1,1,.
uce-20814,1,1,1,1,.
uce-20815,1,1,1,1,.
uce-14763,1,1,1,1,1
uce-14762,1,1,1,1,.
uce-14761,1,1,1,1,.
uce-6658,.,.,1,.,.
uce-16831,1,1,1,1,1
uce-27110,1,1,1,1,.
uce-14764,1,1,1,1,1
uce-19301,.,1,1,1,1
uce-16839,1,1,1,1,.
uce-32119,1,1,1,1,.
uce-37951,1,1,1,1,1
uce-5686,1,1,1,1,1
uce-14121,1,1,1,1,1
uce-14563,1,1,1,1,.
uce-4434,1,1,1,1,1
uce-8828,1,1,1,1,1
uce-3467,.,1,1,1,1
uce-31484,1,1,1,1,1
uce-4322,1,1,1,1,1
uce-4327,1,1,1,1,1
uce-4326,1,1,.,1,1
uce-9873,1,1,.,1,1
uce-37885,1,1,1,1,.
uce-8082,1,1,1,1,.
uce-24644,1,1,.,1,.
uce-37881,1,1,1,1,.
uce-37880,1,1,1,1,.
uce-1062,1,1,1,1,1
uce-7364,1,.,.,1,.
uce-5121,1,1,.,1,1
uce-3644,.,.,.,.,.
uce-3863,1,1,1,1,.
uce-2346,1,1,1,1,1
uce-4814,1,1,1,1,.
uce-8081,1,1,1,1,1
uce-4811,1,1,1,1,.
uce-30683,.,1,.,1,.
uce-23234,.,1,1,1,1
uce-32208,1,1,1,1,1
uce-26737,1,1,1,1,.
uce-9161,1,1,1,1,.
uce-21502,.,.,.,.,1
uce-15568,1,1,1,1,.
uce-15569,1,1,1,1,.
uce-35920,1,1,.,1,.
uce-32202,.,1,.,1,.
uce-27732,1,1,.,1,.
uce-16944,1,1,1,1,.
uce-27605,1,1,.,1,1
uce-29403,1,1,1,1,1
uce-27598,.,.,.,.,.
uce-29580,1,1,1,1,1
uce-12227,1,1,1,1,1
uce-23045,1,1,1,1,.
uce-8699,1,1,1,1,1
uce-8698,1,1,1,1,.
uce-27597,1,1,1,1,1
uce-3791,.,1,1,1,1
uce-3790,.,1,1,1,1
uce-23289,1,1,1,1,.
uce-30435,1,1,1,1,1
uce-4925,1,1,1,1,.
uce-3262,1,1,1,1,.
uce-23285,.,1,1,1,1
uce-2130,.,.,.,.,.
uce-17499,1,1,1,1,.
uce-15895,1,1,.,1,.
uce-20427,1,1,1,1,.
uce-20582,.,1,1,1,1
uce-10649,1,1,1,1,1
uce-9658,1,1,1,1,.
uce-40767,1,1,.,1,1
uce-17492,1,1,1,1,1
uce-40765,1,1,1,1,1
uce-40763,1,1,1,1,.
uce-17496,1,1,.,1,1
uce-40761,1,1,1,1,.
uce-20740,1,1,1,1,1
uce-12329,1,1,1,.,1
uce-12328,1,1,1,1,.
uce-6898,1,1,1,1,1
uce-6896,.,1,1,1,1
uce-20748,1,1,1,1,.
uce-10376,1,1,1,1,.
uce-618,.,1,1,1,1
uce-36366,1,1,1,1,.
uce-14949,1,1,.,1,1
uce-36364,1,1,1,1,.
uce-33243,1,1,1,1,.
uce-33242,1,1,1,1,.
uce-33241,1,1,1,1,1
uce-22528,1,1,1,1,.
uce-16306,1,1,1,1,.
uce-16304,1,1,1,1,1
uce-23837,1,1,1,1,1
uce-16301,.,1,1,1,1
uce-617,.,1,.,1,1
uce-3083,1,1,1,1,.
uce-3082,1,1,1,1,.
uce-3081,1,1,1,1,1
uce-3080,.,1,1,1,1
uce-31861,1,1,1,1,.
uce-31860,.,1,1,1,.
uce-8607,1,1,.,1,1
uce-23137,1,1,.,1,1
uce-14781,1,1,1,1,.
uce-14780,1,1,1,1,1
uce-14783,1,1,1,1,1
uce-14782,1,1,1,1,.
uce-29199,1,1,.,1,.
uce-14786,1,1,1,1,1
uce-7780,1,1,1,1,1
uce-463,1,1,1,1,.
uce-7782,.,.,.,.,.
uce-7783,.,.,.,.,.
uce-2350,1,1,.,1,1
uce-37018,.,.,1,.,1
uce-2352,1,1,1,1,.
uce-2353,1,1,1,1,.
uce-25190,1,1,1,1,.
uce-1429,.,.,1,.,.
uce-29370,1,1,1,1,1
uce-6309,1,1,1,1,1
uce-2291,1,1,1,1,1
uce-16048,.,.,1,.,.
uce-16049,.,.,1,.,1
uce-37767,1,1,1,1,.
uce-37760,1,1,.,1,1
uce-9010,1,1,1,1,.
uce-40615,1,1,.,1,1
uce-16041,1,1,1,1,.
uce-16042,.,1,1,1,1
uce-10647,1,1,1,1,.
uce-16044,.,.,.,.,1
uce-16045,.,.,.,.,.
uce-16046,.,.,.,.,.
uce-16047,1,1,1,1,.
uce-13511,1,1,1,1,.
uce-17548,1,1,1,1,.
uce-12035,1,1,1,1,.
uce-101,1,1,1,1,.
uce-16467,1,1,1,1,1
uce-17543,.,.,1,.,.
uce-38327,.,1,.,1,1
uce-464,.,.,.,.,.
uce-12205,1,1,1,1,.
uce-21761,1,1,1,1,1
uce-29142,1,1,1,1,.
uce-29288,.,1,1,1,1
uce-22430,1,1,1,1,1
uce-28806,1,1,1,1,1
uce-13515,1,1,1,1,.
uce-469,.,1,1,1,1
uce-40290,1,1,1,1,.
uce-18418,1,1,1,1,.
uce-31133,1,1,1,1,.
uce-6238,1,.,1,1,1
uce-31137,1,1,1,1,1
uce-34324,1,1,1,1,1
uce-31135,1,1,1,1,.
uce-31134,1,1,1,1,.
uce-9272,1,1,1,1,.
uce-28152,.,1,1,1,1
uce-28623,1,.,.,.,1
uce-6237,1,1,1,1,1
uce-30863,1,1,1,1,.
uce-6788,1,1,1,1,.
uce-30525,1,1,1,1,1
uce-16746,1,1,1,1,.
uce-9470,1,1,1,1,.
uce-28390,1,1,1,1,1
uce-28393,1,1,1,1,1
uce-20367,1,1,1,1,.
uce-28395,.,.,.,.,.
uce-6786,1,1,1,1,.
uce-6785,1,1,1,1,.
uce-28396,.,.,.,.,.
uce-19319,1,1,1,1,.
uce-38612,1,1,1,1,.
uce-38967,1,1,1,1,1
uce-22739,1,1,1,1,.
uce-13324,1,1,1,1,1
uce-12383,1,1,1,1,1
uce-38032,1,1,1,1,.
uce-13108,1,1,1,1,1
uce-38785,1,1,1,1,1
uce-1143,1,1,1,1,.
uce-34210,1,1,1,1,1
uce-8871,1,1,1,1,.
uce-20513,.,.,1,.,.
uce-5690,1,1,1,1,.
uce-866,1,1,1,1,.
uce-1651,1,1,.,1,1
uce-1652,1,1,1,1,.
uce-1301,1,1,.,1,1
uce-36923,1,1,1,1,.
uce-12810,1,1,.,1,.
uce-6431,1,1,1,1,.
uce-6430,1,1,1,1,.
uce-29588,1,1,1,1,.
uce-6434,.,1,1,1,1
uce-21358,1,1,1,1,.
uce-17157,1,1,1,1,.
uce-6380,1,1,1,1,1
uce-17151,1,1,.,1,.
uce-28022,1,1,1,1,.
uce-34528,1,1,1,1,1
uce-13495,1,1,1,1,.
uce-22884,1,1,1,1,1
uce-21198,1,1,1,1,.
uce-13491,1,1,1,1,.
uce-30230,1,1,1,1,1
uce-17793,1,1,1,1,.
uce-2914,1,1,1,1,1
uce-37547,1,1,1,1,1
uce-13498,1,1,1,1,1
uce-22889,1,1,1,1,.
uce-38255,1,1,1,1,.
uce-39032,1,1,1,1,1
uce-36920,.,1,1,1,1
uce-38253,1,1,1,1,1
uce-39033,1,1,1,1,1
uce-36124,.,1,.,.,1
uce-38259,.,1,1,1,1
uce-33739,1,1,1,1,1
uce-37784,1,1,1,1,.
uce-32684,1,1,1,1,.
uce-32685,.,.,.,.,1
uce-32686,.,.,.,.,.
uce-32687,.,.,.,.,1
uce-1975,.,1,1,1,1
uce-22194,1,1,1,1,.
uce-15361,1,1,1,1,.
uce-15362,1,1,1,1,.
uce-9482,1,1,1,1,.
uce-15364,1,1,1,1,.
uce-32689,1,1,1,1,1
uce-13734,.,1,1,1,1
uce-24105,1,1,1,1,.
uce-25459,1,1,1,1,1
uce-35495,1,1,1,1,1
uce-32619,1,1,1,1,.
uce-28404,.,.,1,.,.
uce-22191,1,1,1,1,.
uce-38815,1,1,1,1,.
uce-8056,1,1,1,1,1
uce-8051,.,.,1,.,1
uce-6015,.,1,1,1,1
uce-8053,.,.,.,.,1
uce-8052,.,.,.,.,.
uce-39425,.,.,1,.,.
uce-21997,.,.,1,.,1
uce-36389,1,1,.,1,1
uce-25291,1,1,.,1,1
uce-13783,1,1,1,1,.
uce-30304,1,1,1,1,.
uce-10670,1,1,1,1,.
uce-13075,1,.,1,1,1
uce-35874,1,1,1,1,.
uce-33563,.,.,.,.,.
uce-37438,1,1,.,1,1
uce-37439,1,1,1,1,1
uce-22953,1,1,1,1,.
uce-28402,1,1,1,1,1
uce-16558,1,1,1,1,.
uce-13079,1,1,1,1,1
uce-10098,1,1,1,1,1
uce-21978,1,1,1,1,1
uce-21979,1,1,1,1,.
uce-39678,1,1,1,1,.
uce-9415,1,1,1,1,1
uce-18064,1,1,1,1,.
uce-4235,.,.,1,.,1
uce-10093,1,1,1,1,.
uce-15095,1,1,1,1,.
uce-15093,1,1,1,1,.
uce-15090,1,1,1,.,1
uce-39455,.,.,.,.,.
uce-19247,1,1,1,1,.
uce-35147,.,1,1,1,1
uce-35144,.,.,.,.,.
uce-35145,.,.,.,.,.
uce-14619,1,1,1,1,.
uce-39472,.,1,1,1,1
uce-24072,1,1,1,1,.
uce-39477,1,1,1,1,1
uce-39474,.,.,.,.,.
uce-24077,.,1,1,1,.
uce-5444,1,1,.,1,1
uce-5446,.,.,1,.,.
uce-5441,1,1,1,1,.
uce-20004,1,1,1,1,.
uce-5443,1,1,1,1,1
uce-3477,1,1,1,1,.
uce-20009,1,1,1,1,1
uce-11417,1,1,1,1,.
uce-29782,.,.,.,.,.
uce-31264,.,1,1,1,1
uce-5449,1,1,1,1,1
uce-10416,.,1,1,1,1
uce-10411,1,1,1,1,.
uce-17370,.,1,1,1,1
uce-27442,.,.,.,.,.
uce-4723,1,1,.,1,1
uce-36967,1,1,1,1,.
uce-23859,1,1,1,1,.
uce-13925,1,.,.,.,1
uce-38714,1,1,1,1,.
uce-13927,1,1,1,1,.
uce-13928,.,.,.,.,.
uce-13929,.,.,.,.,.
uce-10320,1,1,1,1,1
uce-15782,.,1,1,1,1
uce-27745,.,.,.,.,.
uce-27744,.,.,.,.,.
uce-27741,1,1,1,1,1
uce-20135,1,1,1,1,.
uce-4002,1,.,1,.,.
uce-4003,1,1,1,1,.
uce-31359,.,1,1,1,1
uce-20390,1,1,1,1,.
uce-11529,.,1,1,1,1
uce-5535,1,1,1,1,.
uce-9469,1,1,1,1,1
uce-5536,1,1,1,1,1
uce-8997,1,1,1,1,1
uce-25671,1,1,1,1,.
uce-25670,1,1,1,1,.
uce-10520,1,1,1,1,.
uce-10251,1,1,1,1,.
uce-10524,1,1,1,1,.
uce-5846,1,1,1,1,.
uce-26432,1,1,1,1,1
uce-26436,1,1,1,1,1
uce-26341,1,1,1,1,1
uce-20829,1,1,1,1,1
uce-20828,1,1,.,1,1
uce-20826,1,1,1,1,.
uce-26439,1,1,1,1,.
uce-35500,1,1,1,1,.
uce-16826,1,.,1,1,1
uce-37941,1,1,1,1,.
uce-33429,1,1,1,1,.
uce-33428,1,1,1,1,1
uce-16822,.,.,.,.,.
uce-16823,.,.,.,.,.
uce-16820,1,1,.,1,1
uce-20398,.,1,1,1,1
uce-33422,1,1,.,1,1
uce-33421,1,1,.,1,1
uce-7974,1,1,1,1,.
uce-14779,1,1,1,1,1
uce-33425,1,1,1,1,.
uce-24492,.,.,1,1,1
uce-24493,.,1,1,1,1
uce-14570,1,1,1,1,.
uce-22529,.,1,1,1,1
uce-31495,1,1,1,1,.
uce-24498,1,1,1,1,1
uce-31497,1,1,1,1,1
uce-12781,1,1,.,1,.
uce-12780,1,1,1,1,.
uce-24650,1,1,1,1,1
uce-19730,1,1,1,1,.
uce-24654,1,1,1,1,1
uce-4310,1,1,1,1,.
uce-26506,1,1,.,1,1
uce-16824,.,.,1,.,.
uce-37894,.,.,.,.,.
uce-28385,1,1,1,1,.
uce-26502,1,1,1,1,.
uce-37893,.,.,.,.,1
uce-26239,.,.,1,.,.
uce-25853,.,.,.,.,.
uce-25852,.,.,.,.,1
uce-29763,.,.,.,.,.
uce-29762,.,.,.,.,1
uce-3320,1,1,1,1,1
uce-3321,1,1,1,1,1
uce-3259,1,1,1,1,.
uce-36204,.,1,1,1,1
uce-30830,1,1,1,1,1
uce-36206,1,1,.,1,.
uce-18870,.,1,1,1,1
uce-30835,.,.,1,1,.
uce-15556,.,1,1,1,1
uce-30837,1,1,1,1,.
uce-30836,1,1,1,1,1
uce-16224,1,1,1,1,.
uce-16953,1,1,1,1,.
uce-16951,1,.,1,1,.
uce-32270,1,1,1,1,1
uce-26729,.,.,1,.,1
uce-27619,1,1,.,1,1
uce-16511,.,1,1,1,1
uce-22087,.,1,1,1,.
uce-592,1,1,1,1,.
uce-597,1,1,1,1,1
uce-596,1,1,.,1,1
uce-4174,1,1,.,1,1
uce-22647,1,1,1,1,.
uce-8424,1,1,1,1,.
uce-2714,1,1,1,1,1
uce-29963,.,.,.,.,.
uce-29610,1,1,1,1,.
uce-29965,1,1,1,1,.
uce-29964,.,.,.,.,.
uce-8422,1,1,1,1,.
uce-3527,1,1,1,1,1
uce-4954,1,1,1,1,1
uce-4771,.,1,1,1,1
uce-3258,1,1,1,1,1
uce-30340,1,1,1,1,.
uce-4950,.,.,1,.,.
uce-9916,1,.,1,1,1
uce-1777,1,1,1,1,.
uce-40021,1,1,1,1,.
uce-3749,1,1,1,1,1
uce-6154,1,1,1,1,.
uce-2127,1,1,1,1,.
uce-26746,.,.,.,.,.
uce-40029,1,1,1,1,.
uce-40028,1,1,1,1,.
uce-2129,1,1,1,1,.
uce-17977,1,1,1,1,.
uce-3746,1,1,1,1,.
uce-16720,.,1,.,1,1
uce-20777,1,1,1,1,1
uce-20776,1,1,1,1,.
uce-27304,1,1,1,1,.
uce-30781,1,1,1,1,.
uce-27610,1,1,1,1,1
uce-33253,1,1,1,1,.
uce-26657,1,1,1,1,.
uce-2645,.,.,.,.,.
uce-22557,1,1,1,1,1
uce-22556,1,1,1,1,.
uce-16314,1,1,1,1,.
uce-27781,1,1,1,1,.
uce-5498,1,1,1,1,.
uce-1930,.,1,1,1,1
uce-22558,1,1,1,1,.
uce-7379,.,.,1,.,1
uce-7378,.,.,1,.,.
uce-23147,1,1,1,1,1
uce-31875,1,1,1,1,.
uce-14792,1,1,1,1,.
uce-2236,1,1,1,1,1
uce-27616,.,1,1,1,1
uce-23149,1,1,1,1,.
uce-40113,1,1,1,1,1
uce-31879,1,1,1,1,.
uce-26281,.,1,1,1,1
uce-7792,1,1,1,1,.
uce-36556,1,1,1,1,.
uce-2341,1,1,.,1,.
uce-29389,.,1,1,1,1
uce-32890,1,1,1,1,.
uce-9002,1,1,1,1,1
