type,psi,value,lower_CI,upper_CI
gene,1,97.8,94.5054945054945,100
gene,2,0,0,0
gene,3,0,0,0
gene,4,2.2,0,5.4945054945054945
site,1,98.85,97.32010163478594,100.1965578407402
site,2,0.87,0,2.3970468382952204
site,3,0.28,0,1.4382281029771322
site,4,0,0,0
quartet,1,98.17,94.51588086602924,100.01099021870536
quartet,2,1.77,0,5.495109352676118
quartet,3,0.06,0,0
quartet,4,0,0,0
