type,psi,value,lower_CI,upper_CI
gene,1,47.22,30.555555555555557,63.888888888888886
gene,2,44.44,27.77777777777778,61.111111111111114
gene,3,2.78,0,8.333333333333332
gene,4,5.56,0,13.88888888888889
site,1,0,0,0
site,2,59,135.13513513513513,135.13513513513513
site,3,0,0,0
site,4,0,0,0
quartet,1,47.27,30.547070258261595,63.87114690363788
quartet,2,47.66,30.547070258261595,63.87114690363788
quartet,3,5.07,0,13.885031935573453
quartet,4,0,0,0
