type,psi,value,lower_CI,upper_CI
gene,1,66.99,63.10679611650486,70.71197411003236
gene,2,0,0,0
gene,3,0,0,0
gene,4,33.01,29.28802588996764,36.89320388349515
site,1,59.08,47.96443612540945,69.02199344875994
site,2,25.61,16.378100140383715,35.09592887225082
site,3,15.31,8.189050070191858,23.39728591483388
site,4,0,0,0
quartet,1,89.61,87.2168284789644,91.9093851132686
quartet,2,5.63,3.8834951456310676,7.605177993527508
quartet,3,4.75,3.2322006472491913,6.472491909385113
quartet,4,0,0,0
