type,psi,value,lower_CI,upper_CI
gene,1,58.02,49.61832061068702,66.41221374045801
gene,2,9.16,4.580152671755725,14.50381679389313
gene,3,5.34,2.2900763358778624,9.16030534351145
gene,4,27.48,19.84732824427481,35.133587786259525
site,1,46,70.42253521126761,70.42253521126761
site,2,21.75,0,0
site,3,12.25,0,0
site,4,0,0,0
quartet,1,69.31,61.07336437896023,77.86853958317428
quartet,2,17.04,10.68783876631804,23.665928696847086
quartet,3,13.65,7.6341705473700285,20.612260477899074
quartet,4,0,0,0
