"AphiaID","url","scientificname","authority","status","unacceptreason","taxonRankID","rank","valid_AphiaID","valid_name","valid_authority","parentNameUsageID","kingdom","phylum","class","order","family","genus","citation","lsid","isMarine","isBrackish","isFreshwater","isTerrestrial","isExtinct","match_type","modified"
341849,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=341849","Abraliopsis felis","McGowan & Okutani, 1968","accepted",NA,220,"Species",341849,"Abraliopsis felis","McGowan & Okutani, 1968",137931,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis","MolluscaBase eds. (2025). MolluscaBase. Abraliopsis felis McGowan & Okutani, 1968. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=341849 on 2025-06-19","urn:lsid:marinespecies.org:taxname:341849",1,NA,0,0,NA,"exact","2021-12-18T06:34:28.670Z"
341850,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=341850","Abraliopsis gilchristi","(G. C. Robson, 1924)","accepted",NA,220,"Species",341850,"Abraliopsis gilchristi","(G. C. Robson, 1924)",137931,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis","MolluscaBase eds. (2025). MolluscaBase. Abraliopsis gilchristi (G. C. Robson, 1924). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=341850 on 2025-06-19","urn:lsid:marinespecies.org:taxname:341850",1,NA,0,0,NA,"exact","2022-08-27T09:38:30.867Z"
341851,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=341851","Abraliopsis hoylei","(Pfeffer, 1884)","accepted",NA,220,"Species",341851,"Abraliopsis hoylei","(Pfeffer, 1884)",137931,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis","MolluscaBase eds. (2025). MolluscaBase. Abraliopsis hoylei (Pfeffer, 1884). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=341851 on 2025-06-19","urn:lsid:marinespecies.org:taxname:341851",1,NA,0,0,NA,"exact","2021-12-18T06:34:28.670Z"
341852,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=341852","Abraliopsis lineata","(E. S. Goodrich, 1896)","accepted",NA,220,"Species",341852,"Abraliopsis lineata","(E. S. Goodrich, 1896)",137931,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis","MolluscaBase eds. (2025). MolluscaBase. Abraliopsis lineata (E. S. Goodrich, 1896). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=341852 on 2025-06-19","urn:lsid:marinespecies.org:taxname:341852",1,NA,0,0,NA,"exact","2024-01-29T01:03:33.083Z"
237819,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=237819","Abraliopsis morisii","(Vérany, 1839)","accepted",NA,220,"Species",237819,"Abraliopsis morisii","(Vérany, 1839)",137931,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis","MolluscaBase eds. (2025). MolluscaBase. Abraliopsis morisii (Vérany, 1839). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=237819 on 2025-06-19","urn:lsid:marinespecies.org:taxname:237819",1,NA,0,0,0,"exact","2021-12-18T06:34:28.670Z"
341853,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=341853","Abraliopsis pacificus","Tsuchiya & Okutani, 1990","accepted",NA,220,"Species",341853,"Abraliopsis pacificus","Tsuchiya & Okutani, 1990",137931,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis","MolluscaBase eds. (2025). MolluscaBase. Abraliopsis pacificus Tsuchiya & Okutani, 1990. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=341853 on 2025-06-19","urn:lsid:marinespecies.org:taxname:341853",1,NA,0,0,NA,"exact","2024-09-03T16:53:34.380Z"
341854,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=341854","Abraliopsis tui","Riddell, 1985","accepted",NA,220,"Species",341854,"Abraliopsis tui","Riddell, 1985",137931,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis","MolluscaBase eds. (2025). MolluscaBase. Abraliopsis tui Riddell, 1985. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=341854 on 2025-06-19","urn:lsid:marinespecies.org:taxname:341854",1,NA,0,0,NA,"exact","2020-08-01T21:27:49.067Z"
342295,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342295","Enoploteuthis anapsis","Roper, 1964","accepted",NA,220,"Species",342295,"Enoploteuthis anapsis","Roper, 1964",341421,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Enoploteuthis","MolluscaBase eds. (2025). MolluscaBase. Enoploteuthis anapsis Roper, 1964. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342295 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342295",1,NA,0,0,NA,"exact","2016-06-07T01:47:25.743Z"
342296,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342296","Enoploteuthis chunii","Ishikawa, 1914","accepted",NA,220,"Species",342296,"Enoploteuthis chunii","Ishikawa, 1914",341421,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Enoploteuthis","MolluscaBase eds. (2025). MolluscaBase. Enoploteuthis chunii Ishikawa, 1914. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342296 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342296",1,NA,0,0,NA,"exact","2016-06-07T01:47:25.743Z"
342297,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342297","Enoploteuthis galaxias","S. S. Berry, 1918","accepted",NA,220,"Species",342297,"Enoploteuthis galaxias","S. S. Berry, 1918",341421,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Enoploteuthis","MolluscaBase eds. (2025). MolluscaBase. Enoploteuthis galaxias S. S. Berry, 1918. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342297 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342297",1,NA,0,0,NA,"exact","2022-10-01T02:36:39.953Z"
342298,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342298","Enoploteuthis higginsi","L. A. Burgess, 1982","accepted",NA,220,"Species",342298,"Enoploteuthis higginsi","L. A. Burgess, 1982",341421,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Enoploteuthis","MolluscaBase eds. (2025). MolluscaBase. Enoploteuthis higginsi L. A. Burgess, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342298 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342298",1,NA,0,0,NA,"exact","2023-10-07T00:37:58.530Z"
342299,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342299","Enoploteuthis jonesi","L. A. Burgess, 1982","accepted",NA,220,"Species",342299,"Enoploteuthis jonesi","L. A. Burgess, 1982",341421,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Enoploteuthis","MolluscaBase eds. (2025). MolluscaBase. Enoploteuthis jonesi L. A. Burgess, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342299 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342299",1,NA,0,0,NA,"exact","2023-10-07T00:37:58.530Z"
342300,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342300","Enoploteuthis leptura","(Leach, 1817)","accepted",NA,220,"Species",342300,"Enoploteuthis leptura","(Leach, 1817)",341421,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Enoploteuthis","MolluscaBase eds. (2025). MolluscaBase. Enoploteuthis leptura (Leach, 1817). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342300 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342300",1,NA,0,0,NA,"exact","2016-06-07T01:47:25.743Z"
410360,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=410360","Enoploteuthis magnoceani","Nesis, 1982","accepted",NA,220,"Species",410360,"Enoploteuthis magnoceani","Nesis, 1982",341421,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Enoploteuthis","MolluscaBase eds. (2025). MolluscaBase. Enoploteuthis magnoceani Nesis, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=410360 on 2025-06-19","urn:lsid:marinespecies.org:taxname:410360",1,NA,0,0,NA,"exact","2016-06-07T01:47:25.743Z"
342301,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342301","Enoploteuthis obliqua","L. A. Burgess, 1982","accepted",NA,220,"Species",342301,"Enoploteuthis obliqua","L. A. Burgess, 1982",341421,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Enoploteuthis","MolluscaBase eds. (2025). MolluscaBase. Enoploteuthis obliqua L. A. Burgess, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342301 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342301",1,NA,0,0,NA,"exact","2023-10-07T00:37:58.530Z"
342302,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342302","Enoploteuthis octolineata","L. A. Burgess, 1982","accepted",NA,220,"Species",342302,"Enoploteuthis octolineata","L. A. Burgess, 1982",341421,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Enoploteuthis","MolluscaBase eds. (2025). MolluscaBase. Enoploteuthis octolineata L. A. Burgess, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342302 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342302",1,NA,0,0,NA,"exact","2023-10-07T00:37:58.530Z"
342303,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342303","Enoploteuthis reticulata","Rancurel, 1970","accepted",NA,220,"Species",342303,"Enoploteuthis reticulata","Rancurel, 1970",341421,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Enoploteuthis","MolluscaBase eds. (2025). MolluscaBase. Enoploteuthis reticulata Rancurel, 1970. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342303 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342303",1,NA,0,0,NA,"exact","2016-06-07T01:47:25.743Z"
342304,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342304","Enoploteuthis semilineata","Alexeyev, 1994","accepted",NA,220,"Species",342304,"Enoploteuthis semilineata","Alexeyev, 1994",341421,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Enoploteuthis","MolluscaBase eds. (2025). MolluscaBase. Enoploteuthis semilineata Alexeyev, 1994. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342304 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342304",1,0,0,0,NA,"exact","2022-08-25T03:14:51.050Z"
342419,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342419","Watasenia scintillans","(S. S. Berry, 1911)","accepted",NA,220,"Species",342419,"Watasenia scintillans","(S. S. Berry, 1911)",341647,"Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Watasenia","MolluscaBase eds. (2025). MolluscaBase. Watasenia scintillans (S. S. Berry, 1911). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342419 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342419",1,NA,0,0,NA,"exact","2022-10-11T02:12:15.957Z"
342305,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342305","Enteroctopus dofleini","(Wülker, 1910)","accepted",NA,220,"Species",342305,"Enteroctopus dofleini","(Wülker, 1910)",341422,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Enteroctopus","MolluscaBase eds. (2025). MolluscaBase. Enteroctopus dofleini (Wülker, 1910). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342305 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342305",1,NA,0,0,NA,"exact","2020-04-10T10:57:27.630Z"
535784,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=535784","Enteroctopus magnificus","(Villanueva, P. Sánchez & Compagno Roeleveld, 1992)","accepted",NA,220,"Species",535784,"Enteroctopus magnificus","(Villanueva, P. Sánchez & Compagno Roeleveld, 1992)",341422,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Enteroctopus","MolluscaBase eds. (2025). MolluscaBase. Enteroctopus magnificus (Villanueva, P. Sánchez & Compagno Roeleveld, 1992). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=535784 on 2025-06-19","urn:lsid:marinespecies.org:taxname:535784",1,0,0,0,NA,"exact","2023-01-24T11:13:12.033Z"
342307,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342307","Enteroctopus megalocyathus","(A. Gould, 1852)","accepted",NA,220,"Species",342307,"Enteroctopus megalocyathus","(A. Gould, 1852)",341422,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Enteroctopus","MolluscaBase eds. (2025). MolluscaBase. Enteroctopus megalocyathus (A. Gould, 1852). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342307 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342307",1,0,0,0,NA,"exact","2023-10-01T01:40:18.863Z"
534424,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=534424","Enteroctopus zealandicus","(Benham, 1944)","accepted",NA,220,"Species",534424,"Enteroctopus zealandicus","(Benham, 1944)",341422,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Enteroctopus","MolluscaBase eds. (2025). MolluscaBase. Enteroctopus zealandicus (Benham, 1944). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=534424 on 2025-06-19","urn:lsid:marinespecies.org:taxname:534424",1,NA,0,0,NA,"exact","2018-02-07T15:28:10.423Z"
1043588,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043588","Muusoctopus abruptus","(Sasaki, 1920)","accepted",NA,220,"Species",1043588,"Muusoctopus abruptus","(Sasaki, 1920)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus abruptus (Sasaki, 1920). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043588 on 2025-06-19","urn:lsid:marinespecies.org:taxname:1043588",1,NA,0,0,NA,"exact","2017-11-09T21:50:28.683Z"
1730044,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1730044","Muusoctopus aegir","A. V. Golikov, Gudmundsson & Sabirov, 2023","accepted",NA,220,"Species",1730044,"Muusoctopus aegir","A. V. Golikov, Gudmundsson & Sabirov, 2023",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus aegir A. V. Golikov, Gudmundsson & Sabirov, 2023. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1730044 on 2025-06-19","urn:lsid:marinespecies.org:taxname:1730044",1,0,0,0,NA,"exact","2024-01-18T10:55:03.307Z"
1043780,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043780","Muusoctopus berryi","(G. C. Robson, 1924)","accepted",NA,220,"Species",1043780,"Muusoctopus berryi","(G. C. Robson, 1924)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus berryi (G. C. Robson, 1924). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043780 on 2025-06-19","urn:lsid:marinespecies.org:taxname:1043780",1,NA,0,0,NA,"exact","2022-08-27T09:38:30.867Z"
527143,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=527143","Muusoctopus bizikovi","Gleadall, Guerrero-Kommritz, Hochberg & Laptikhovsky, 2010","accepted",NA,220,"Species",527143,"Muusoctopus bizikovi","Gleadall, Guerrero-Kommritz, Hochberg & Laptikhovsky, 2010",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus bizikovi Gleadall, Guerrero-Kommritz, Hochberg & Laptikhovsky, 2010. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527143 on 2025-06-19","urn:lsid:marinespecies.org:taxname:527143",1,NA,0,0,NA,"exact","2017-11-07T01:57:35.010Z"
527150,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=527150","Muusoctopus canthylus","(G. L. Voss & Pearcy, 1990)","accepted",NA,220,"Species",527150,"Muusoctopus canthylus","(G. L. Voss & Pearcy, 1990)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus canthylus (G. L. Voss & Pearcy, 1990). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527150 on 2025-06-19","urn:lsid:marinespecies.org:taxname:527150",1,NA,0,0,NA,"exact","2023-06-15T01:34:57.820Z"
884002,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=884002","Muusoctopus eicomar","(Vega, 2009)","accepted",NA,220,"Species",884002,"Muusoctopus eicomar","(Vega, 2009)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus eicomar (Vega, 2009). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=884002 on 2025-06-19","urn:lsid:marinespecies.org:taxname:884002",1,NA,0,0,NA,"exact","2017-11-08T22:20:43.430Z"
527127,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=527127","Muusoctopus eureka","(G. C. Robson, 1929)","accepted",NA,220,"Species",527127,"Muusoctopus eureka","(G. C. Robson, 1929)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus eureka (G. C. Robson, 1929). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527127 on 2025-06-19","urn:lsid:marinespecies.org:taxname:527127",1,NA,0,0,NA,"exact","2022-08-27T09:38:30.867Z"
527152,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=527152","Muusoctopus fuscus","(Taki, 1964)","accepted",NA,220,"Species",527152,"Muusoctopus fuscus","(Taki, 1964)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus fuscus (Taki, 1964). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527152 on 2025-06-19","urn:lsid:marinespecies.org:taxname:527152",1,NA,0,0,NA,"exact","2017-11-08T22:20:43.430Z"
527153,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=527153","Muusoctopus hokkaidensis","(S. S. Berry, 1921)","accepted",NA,220,"Species",527153,"Muusoctopus hokkaidensis","(S. S. Berry, 1921)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus hokkaidensis (S. S. Berry, 1921). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527153 on 2025-06-19","urn:lsid:marinespecies.org:taxname:527153",1,NA,0,0,NA,"exact","2022-10-02T00:37:55.657Z"
527149,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=527149","Muusoctopus januarii","(Hoyle, 1885)","accepted",NA,220,"Species",527149,"Muusoctopus januarii","(Hoyle, 1885)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus januarii (Hoyle, 1885). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527149 on 2025-06-19","urn:lsid:marinespecies.org:taxname:527149",1,NA,0,0,NA,"exact","2017-11-07T01:57:35.010Z"
527154,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=527154","Muusoctopus johnsonianus","(Allcock, Strugnell, Ruggiero & M. A. Collins, 2006)","accepted",NA,220,"Species",527154,"Muusoctopus johnsonianus","(Allcock, Strugnell, Ruggiero & M. A. Collins, 2006)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus johnsonianus (Allcock, Strugnell, Ruggiero & M. A. Collins, 2006). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527154 on 2025-06-19","urn:lsid:marinespecies.org:taxname:527154",1,0,0,0,NA,"exact","2023-08-13T07:16:04.967Z"
527156,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=527156","Muusoctopus karubar","(Norman, Hochberg & Lu, 1997)","accepted",NA,220,"Species",527156,"Muusoctopus karubar","(Norman, Hochberg & Lu, 1997)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus karubar (Norman, Hochberg & Lu, 1997). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527156 on 2025-06-19","urn:lsid:marinespecies.org:taxname:527156",1,NA,0,0,NA,"exact","2017-11-08T22:20:43.430Z"
1043781,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043781","Muusoctopus leioderma","(S. S. Berry, 1911)","accepted",NA,220,"Species",1043781,"Muusoctopus leioderma","(S. S. Berry, 1911)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus leioderma (S. S. Berry, 1911). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043781 on 2025-06-19","urn:lsid:marinespecies.org:taxname:1043781",1,NA,0,0,NA,"exact","2022-10-02T00:37:55.657Z"
884007,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=884007","Muusoctopus levis","(Hoyle, 1885)","accepted",NA,220,"Species",884007,"Muusoctopus levis","(Hoyle, 1885)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus levis (Hoyle, 1885). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=884007 on 2025-06-19","urn:lsid:marinespecies.org:taxname:884007",1,NA,0,0,NA,"exact","2017-11-08T02:11:34.690Z"
527140,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=527140","Muusoctopus longibrachus","(Ibáñez, Sepúlveda & Chong, 2006)","accepted",NA,220,"Species",527140,"Muusoctopus longibrachus","(Ibáñez, Sepúlveda & Chong, 2006)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus longibrachus (Ibáñez, Sepúlveda & Chong, 2006). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527140 on 2025-06-19","urn:lsid:marinespecies.org:taxname:527140",1,NA,0,0,NA,"exact","2017-11-08T02:11:34.690Z"
527159,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=527159","Muusoctopus oregonae","(Toll, 1981)","accepted",NA,220,"Species",527159,"Muusoctopus oregonae","(Toll, 1981)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus oregonae (Toll, 1981). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527159 on 2025-06-19","urn:lsid:marinespecies.org:taxname:527159",1,NA,0,0,NA,"exact","2017-11-08T22:20:43.430Z"
527160,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=527160","Muusoctopus oregonensis","(G. L. Voss & Pearcy, 1990)","accepted",NA,220,"Species",527160,"Muusoctopus oregonensis","(G. L. Voss & Pearcy, 1990)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus oregonensis (G. L. Voss & Pearcy, 1990). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527160 on 2025-06-19","urn:lsid:marinespecies.org:taxname:527160",1,0,0,0,NA,"exact","2021-12-27T19:12:55.773Z"
527161,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=527161","Muusoctopus profundorum","(G. C. Robson, 1932)","accepted",NA,220,"Species",527161,"Muusoctopus profundorum","(G. C. Robson, 1932)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus profundorum (G. C. Robson, 1932). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527161 on 2025-06-19","urn:lsid:marinespecies.org:taxname:527161",1,NA,0,0,NA,"exact","2022-08-27T09:38:30.867Z"
1043782,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043782","Muusoctopus pseudonymus","(Grimpe, 1922)","accepted",NA,220,"Species",1043782,"Muusoctopus pseudonymus","(Grimpe, 1922)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus pseudonymus (Grimpe, 1922). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043782 on 2025-06-19","urn:lsid:marinespecies.org:taxname:1043782",1,NA,0,0,NA,"exact","2017-11-09T21:50:28.683Z"
527162,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=527162","Muusoctopus rigbyae","(Vecchione, Allcock, Piatkowski & Strugnell, 2009)","accepted",NA,220,"Species",527162,"Muusoctopus rigbyae","(Vecchione, Allcock, Piatkowski & Strugnell, 2009)",527126,"Animalia","Mollusca","Cephalopoda","Octopoda","Enteroctopodidae","Muusoctopus","MolluscaBase eds. (2025). MolluscaBase. Muusoctopus rigbyae (Vecchione, Allcock, Piatkowski & Strugnell, 2009). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527162 on 2025-06-19","urn:lsid:marinespecies.org:taxname:527162",1,NA,0,0,NA,"exact","2017-11-08T22:20:43.430Z"
