"AphiaID","url","scientificname","authority","status","unacceptreason","taxonRankID","rank","valid_AphiaID","valid_name","valid_authority","parentNameUsageID","kingdom","phylum","class","order","family","genus","citation","lsid","isMarine","isBrackish","isFreshwater","isTerrestrial","isExtinct","match_type","modified"
325327,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=325327","Pareledone aurata","Allcock, 2005","accepted",NA,220,"Species",325327,"Pareledone aurata","Allcock, 2005",239391,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Pareledone","MolluscaBase eds. (2025). MolluscaBase. Pareledone aurata Allcock, 2005. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=325327 on 2025-06-19","urn:lsid:marinespecies.org:taxname:325327",1,NA,0,0,NA,"exact","2018-02-07T15:28:10.423Z"
325328,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=325328","Pareledone aurorae","(S. S. Berry, 1917)","accepted",NA,220,"Species",325328,"Pareledone aurorae","(S. S. Berry, 1917)",239391,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Pareledone","MolluscaBase eds. (2025). MolluscaBase. Pareledone aurorae (S. S. Berry, 1917). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=325328 on 2025-06-19","urn:lsid:marinespecies.org:taxname:325328",1,NA,0,0,NA,"exact","2022-10-10T02:39:54.500Z"
239392,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=239392","Pareledone charcoti","(Joubin, 1905)","accepted",NA,220,"Species",239392,"Pareledone charcoti","(Joubin, 1905)",239391,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Pareledone","MolluscaBase eds. (2025). MolluscaBase. Pareledone charcoti (Joubin, 1905). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239392 on 2025-06-19","urn:lsid:marinespecies.org:taxname:239392",1,NA,0,0,NA,"exact","2018-02-07T15:28:10.423Z"
325329,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=325329","Pareledone cornuta","Allcock, 2005","accepted",NA,220,"Species",325329,"Pareledone cornuta","Allcock, 2005",239391,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Pareledone","MolluscaBase eds. (2025). MolluscaBase. Pareledone cornuta Allcock, 2005. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=325329 on 2025-06-19","urn:lsid:marinespecies.org:taxname:325329",1,NA,0,0,NA,"exact","2018-02-07T15:28:10.423Z"
325336,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=325336","Pareledone felix","Allcock, Strugnell, Prodohl, Piatkowski & Vecchione, 2007","accepted",NA,220,"Species",325336,"Pareledone felix","Allcock, Strugnell, Prodohl, Piatkowski & Vecchione, 2007",239391,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Pareledone","MolluscaBase eds. (2025). MolluscaBase. Pareledone felix Allcock, Strugnell, Prodohl, Piatkowski & Vecchione, 2007. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=325336 on 2025-06-19","urn:lsid:marinespecies.org:taxname:325336",1,NA,0,0,NA,"exact","2018-02-07T15:28:10.423Z"
325330,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=325330","Pareledone framensis","Lu & Stranks, 1994","accepted",NA,220,"Species",325330,"Pareledone framensis","Lu & Stranks, 1994",239391,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Pareledone","MolluscaBase eds. (2025). MolluscaBase. Pareledone framensis Lu & Stranks, 1994. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=325330 on 2025-06-19","urn:lsid:marinespecies.org:taxname:325330",1,NA,0,0,NA,"exact","2018-02-07T15:28:10.423Z"
325331,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=325331","Pareledone harrissoni","(S. S. Berry, 1917)","accepted",NA,220,"Species",325331,"Pareledone harrissoni","(S. S. Berry, 1917)",239391,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Pareledone","MolluscaBase eds. (2025). MolluscaBase. Pareledone harrissoni (S. S. Berry, 1917). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=325331 on 2025-06-19","urn:lsid:marinespecies.org:taxname:325331",1,NA,0,0,NA,"exact","2022-10-10T02:39:54.500Z"
325332,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=325332","Pareledone panchroma","Allcock, 2005","accepted",NA,220,"Species",325332,"Pareledone panchroma","Allcock, 2005",239391,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Pareledone","MolluscaBase eds. (2025). MolluscaBase. Pareledone panchroma Allcock, 2005. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=325332 on 2025-06-19","urn:lsid:marinespecies.org:taxname:325332",1,NA,0,0,NA,"exact","2018-02-07T15:28:10.423Z"
325333,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=325333","Pareledone prydzensis","Lu & Stranks, 1994","accepted",NA,220,"Species",325333,"Pareledone prydzensis","Lu & Stranks, 1994",239391,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Pareledone","MolluscaBase eds. (2025). MolluscaBase. Pareledone prydzensis Lu & Stranks, 1994. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=325333 on 2025-06-19","urn:lsid:marinespecies.org:taxname:325333",1,NA,0,0,NA,"exact","2018-02-07T15:28:10.423Z"
325334,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=325334","Pareledone serperastrata","Allcock, 2005","accepted",NA,220,"Species",325334,"Pareledone serperastrata","Allcock, 2005",239391,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Pareledone","MolluscaBase eds. (2025). MolluscaBase. Pareledone serperastrata Allcock, 2005. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=325334 on 2025-06-19","urn:lsid:marinespecies.org:taxname:325334",1,NA,0,0,NA,"exact","2018-02-07T15:28:10.423Z"
325335,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=325335","Pareledone subtilis","Allcock, 2005","accepted",NA,220,"Species",325335,"Pareledone subtilis","Allcock, 2005",239391,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Pareledone","MolluscaBase eds. (2025). MolluscaBase. Pareledone subtilis Allcock, 2005. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=325335 on 2025-06-19","urn:lsid:marinespecies.org:taxname:325335",1,NA,0,0,NA,"exact","2018-02-07T15:28:10.423Z"
239393,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=239393","Pareledone turqueti","(Joubin, 1905)","accepted",NA,220,"Species",239393,"Pareledone turqueti","(Joubin, 1905)",239391,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Pareledone","MolluscaBase eds. (2025). MolluscaBase. Pareledone turqueti (Joubin, 1905). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239393 on 2025-06-19","urn:lsid:marinespecies.org:taxname:239393",1,NA,0,0,NA,"exact","2020-04-10T10:57:27.630Z"
325338,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=325338","Praealtus paralbida","Allcock, M. A. Collins, Piatkowski & Vecchione, 2004","accepted",NA,220,"Species",325338,"Praealtus paralbida","Allcock, M. A. Collins, Piatkowski & Vecchione, 2004",325337,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Praealtus","MolluscaBase eds. (2025). MolluscaBase. Praealtus paralbida Allcock, M. A. Collins, Piatkowski & Vecchione, 2004. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=325338 on 2025-06-19","urn:lsid:marinespecies.org:taxname:325338",1,0,0,0,NA,"exact","2023-08-13T07:16:04.967Z"
342400,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342400","Tetracheledone spinicirrhus","G. L. Voss, 1955","accepted",NA,220,"Species",342400,"Tetracheledone spinicirrhus","G. L. Voss, 1955",341463,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Tetracheledone","MolluscaBase eds. (2025). MolluscaBase. Tetracheledone spinicirrhus G. L. Voss, 1955. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342400 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342400",1,NA,0,0,NA,"exact","2023-06-16T23:08:52.510Z"
342261,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342261","Thaumeledone brevis","(Hoyle, 1885)","accepted",NA,220,"Species",342261,"Thaumeledone brevis","(Hoyle, 1885)",325339,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Thaumeledone","MolluscaBase eds. (2025). MolluscaBase. Thaumeledone brevis (Hoyle, 1885). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342261 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342261",1,NA,0,0,NA,"exact","2018-02-07T15:28:10.423Z"
342262,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342262","Thaumeledone gunteri","G. C. Robson, 1930","accepted",NA,220,"Species",342262,"Thaumeledone gunteri","G. C. Robson, 1930",325339,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Thaumeledone","MolluscaBase eds. (2025). MolluscaBase. Thaumeledone gunteri G. C. Robson, 1930. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342262 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342262",1,NA,0,0,NA,"exact","2022-08-27T09:38:30.867Z"
342263,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342263","Thaumeledone marshalli","O'Shea, 1999","accepted",NA,220,"Species",342263,"Thaumeledone marshalli","O'Shea, 1999",325339,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Thaumeledone","MolluscaBase eds. (2025). MolluscaBase. Thaumeledone marshalli O'Shea, 1999. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342263 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342263",1,0,0,0,NA,"exact","2020-05-04T20:35:20.330Z"
325340,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=325340","Thaumeledone peninsulae","Allcock, M. A. Collins, Piatkowski & Vecchione, 2004","accepted",NA,220,"Species",325340,"Thaumeledone peninsulae","Allcock, M. A. Collins, Piatkowski & Vecchione, 2004",325339,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Thaumeledone","MolluscaBase eds. (2025). MolluscaBase. Thaumeledone peninsulae Allcock, M. A. Collins, Piatkowski & Vecchione, 2004. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=325340 on 2025-06-19","urn:lsid:marinespecies.org:taxname:325340",1,0,0,0,NA,"exact","2023-08-13T07:16:04.967Z"
342264,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342264","Thaumeledone zeiss","O'Shea, 1999","accepted",NA,220,"Species",342264,"Thaumeledone zeiss","O'Shea, 1999",325339,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Thaumeledone","MolluscaBase eds. (2025). MolluscaBase. Thaumeledone zeiss O'Shea, 1999. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342264 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342264",1,0,0,0,NA,"exact","2020-05-04T20:35:20.330Z"
342415,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342415","Velodona togata","Chun, 1915","accepted",NA,220,"Species",342415,"Velodona togata","Chun, 1915",341468,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Velodona","MolluscaBase eds. (2025). MolluscaBase. Velodona togata Chun, 1915. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342415 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342415",1,NA,0,0,NA,"exact","2018-02-07T15:28:10.423Z"
342416,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342416","Vosseledone charrua","Palacio, 1978","accepted",NA,220,"Species",342416,"Vosseledone charrua","Palacio, 1978",341469,"Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Vosseledone","MolluscaBase eds. (2025). MolluscaBase. Vosseledone charrua Palacio, 1978. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342416 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342416",1,NA,0,0,NA,"exact","2018-02-07T15:28:10.423Z"
342269,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342269","Allonautilus scrobiculatus","([Lightfoot], 1786)","accepted",NA,220,"Species",342269,"Allonautilus scrobiculatus","([Lightfoot], 1786)",341404,"Animalia","Mollusca","Cephalopoda","Nautilida","Nautilidae","Allonautilus","MolluscaBase eds. (2025). MolluscaBase. Allonautilus scrobiculatus ([Lightfoot], 1786). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342269 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342269",1,0,0,0,NA,"exact","2016-05-15T00:46:20.840Z"
534100,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=534100","Abdopus abaculus","(Norman & Sweeney, 1997)","accepted",NA,220,"Species",534100,"Abdopus abaculus","(Norman & Sweeney, 1997)",409947,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Abdopus","MolluscaBase eds. (2025). MolluscaBase. Abdopus abaculus (Norman & Sweeney, 1997). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=534100 on 2025-06-19","urn:lsid:marinespecies.org:taxname:534100",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
409949,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=409949","Abdopus aculeatus","(A. d'Orbigny, 1834)","accepted",NA,220,"Species",409949,"Abdopus aculeatus","(A. d'Orbigny, 1834)",409947,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Abdopus","MolluscaBase eds. (2025). MolluscaBase. Abdopus aculeatus (A. d'Orbigny, 1834). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=409949 on 2025-06-19","urn:lsid:marinespecies.org:taxname:409949",1,0,0,0,NA,"exact","2024-03-22T22:42:17.947Z"
534116,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=534116","Abdopus capricornicus","(Norman & Finn, 2001)","accepted",NA,220,"Species",534116,"Abdopus capricornicus","(Norman & Finn, 2001)",409947,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Abdopus","MolluscaBase eds. (2025). MolluscaBase. Abdopus capricornicus (Norman & Finn, 2001). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=534116 on 2025-06-19","urn:lsid:marinespecies.org:taxname:534116",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
535625,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=535625","Abdopus horridus","(A. d'Orbigny, 1826)","accepted",NA,220,"Species",535625,"Abdopus horridus","(A. d'Orbigny, 1826)",409947,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Abdopus","MolluscaBase eds. (2025). MolluscaBase. Abdopus horridus (A. d'Orbigny, 1826). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=535625 on 2025-06-19","urn:lsid:marinespecies.org:taxname:535625",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
874525,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=874525","Abdopus tenebricus","(E. A. Smith, 1884)","accepted",NA,220,"Species",874525,"Abdopus tenebricus","(E. A. Smith, 1884)",409947,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Abdopus","MolluscaBase eds. (2025). MolluscaBase. Abdopus tenebricus (E. A. Smith, 1884). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=874525 on 2025-06-19","urn:lsid:marinespecies.org:taxname:874525",1,NA,0,0,NA,"exact","2019-04-13T20:21:06.477Z"
534519,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=534519","Abdopus tonganus","(Hoyle, 1885)","accepted",NA,220,"Species",534519,"Abdopus tonganus","(Hoyle, 1885)",409947,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Abdopus","MolluscaBase eds. (2025). MolluscaBase. Abdopus tonganus (Hoyle, 1885). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=534519 on 2025-06-19","urn:lsid:marinespecies.org:taxname:534519",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
409948,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=409948","Abdopus undulatus","Huffard, 2007","accepted",NA,220,"Species",409948,"Abdopus undulatus","Huffard, 2007",409947,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Abdopus","MolluscaBase eds. (2025). MolluscaBase. Abdopus undulatus Huffard, 2007. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=409948 on 2025-06-19","urn:lsid:marinespecies.org:taxname:409948",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
342270,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342270","Ameloctopus litoralis","Norman, 1992","accepted",NA,220,"Species",342270,"Ameloctopus litoralis","Norman, 1992",341405,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Ameloctopus","MolluscaBase eds. (2025). MolluscaBase. Ameloctopus litoralis Norman, 1992. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342270 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342270",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
534097,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=534097","Amphioctopus aegina","(J. E. Gray, 1849)","accepted",NA,220,"Species",534097,"Amphioctopus aegina","(J. E. Gray, 1849)",341406,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Amphioctopus","MolluscaBase eds. (2025). MolluscaBase. Amphioctopus aegina (J. E. Gray, 1849). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=534097 on 2025-06-19","urn:lsid:marinespecies.org:taxname:534097",1,0,0,0,NA,"exact","2024-01-02T17:18:06.773Z"
342271,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=342271","Amphioctopus arenicola","Huffard & Hochberg, 2005","accepted",NA,220,"Species",342271,"Amphioctopus arenicola","Huffard & Hochberg, 2005",341406,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Amphioctopus","MolluscaBase eds. (2025). MolluscaBase. Amphioctopus arenicola Huffard & Hochberg, 2005. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=342271 on 2025-06-19","urn:lsid:marinespecies.org:taxname:342271",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
420653,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=420653","Amphioctopus burryi","(G. L. Voss, 1950)","accepted",NA,220,"Species",420653,"Amphioctopus burryi","(G. L. Voss, 1950)",341406,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Amphioctopus","MolluscaBase eds. (2025). MolluscaBase. Amphioctopus burryi (G. L. Voss, 1950). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=420653 on 2025-06-19","urn:lsid:marinespecies.org:taxname:420653",1,NA,0,0,NA,"exact","2023-06-15T01:34:57.820Z"
535623,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=535623","Amphioctopus exannulatus","(Norman, 1993)","accepted",NA,220,"Species",535623,"Amphioctopus exannulatus","(Norman, 1993)",341406,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Amphioctopus","MolluscaBase eds. (2025). MolluscaBase. Amphioctopus exannulatus (Norman, 1993). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=535623 on 2025-06-19","urn:lsid:marinespecies.org:taxname:535623",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
534733,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=534733","Amphioctopus fangsiao","(A. d'Orbigny, 1841)","accepted",NA,220,"Species",534733,"Amphioctopus fangsiao","(A. d'Orbigny, 1841)",341406,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Amphioctopus","MolluscaBase eds. (2025). MolluscaBase. Amphioctopus fangsiao (A. d'Orbigny, 1841). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=534733 on 2025-06-19","urn:lsid:marinespecies.org:taxname:534733",1,0,0,0,NA,"exact","2024-11-27T18:46:05.963Z"
534098,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=534098","Amphioctopus kagoshimensis","(Ortmann, 1888)","accepted",NA,220,"Species",534098,"Amphioctopus kagoshimensis","(Ortmann, 1888)",341406,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Amphioctopus","MolluscaBase eds. (2025). MolluscaBase. Amphioctopus kagoshimensis (Ortmann, 1888). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=534098 on 2025-06-19","urn:lsid:marinespecies.org:taxname:534098",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
534099,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=534099","Amphioctopus marginatus","(Taki, 1964)","accepted",NA,220,"Species",534099,"Amphioctopus marginatus","(Taki, 1964)",341406,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Amphioctopus","MolluscaBase eds. (2025). MolluscaBase. Amphioctopus marginatus (Taki, 1964). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=534099 on 2025-06-19","urn:lsid:marinespecies.org:taxname:534099",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
535830,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=535830","Amphioctopus membranaceus","(Quoy & Gaimard, 1832)","accepted",NA,220,"Species",535830,"Amphioctopus membranaceus","(Quoy & Gaimard, 1832)",341406,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Amphioctopus","MolluscaBase eds. (2025). MolluscaBase. Amphioctopus membranaceus (Quoy & Gaimard, 1832). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=535830 on 2025-06-19","urn:lsid:marinespecies.org:taxname:535830",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
535841,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=535841","Amphioctopus mototi","(Norman, 1993)","accepted",NA,220,"Species",535841,"Amphioctopus mototi","(Norman, 1993)",341406,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Amphioctopus","MolluscaBase eds. (2025). MolluscaBase. Amphioctopus mototi (Norman, 1993). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=535841 on 2025-06-19","urn:lsid:marinespecies.org:taxname:535841",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
535842,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=535842","Amphioctopus neglectus","(Nateewathana & Norman, 1999)","accepted",NA,220,"Species",535842,"Amphioctopus neglectus","(Nateewathana & Norman, 1999)",341406,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Amphioctopus","MolluscaBase eds. (2025). MolluscaBase. Amphioctopus neglectus (Nateewathana & Norman, 1999). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=535842 on 2025-06-19","urn:lsid:marinespecies.org:taxname:535842",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
534588,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=534588","Amphioctopus ovulum","(Sasaki, 1917)","accepted",NA,220,"Species",534588,"Amphioctopus ovulum","(Sasaki, 1917)",341406,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Amphioctopus","MolluscaBase eds. (2025). MolluscaBase. Amphioctopus ovulum (Sasaki, 1917). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=534588 on 2025-06-19","urn:lsid:marinespecies.org:taxname:534588",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
534582,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=534582","Amphioctopus polyzenia","(J. E. Gray, 1849)","accepted",NA,220,"Species",534582,"Amphioctopus polyzenia","(J. E. Gray, 1849)",341406,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Amphioctopus","MolluscaBase eds. (2025). MolluscaBase. Amphioctopus polyzenia (J. E. Gray, 1849). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=534582 on 2025-06-19","urn:lsid:marinespecies.org:taxname:534582",1,NA,0,0,NA,"exact","2024-01-02T17:18:06.773Z"
534567,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=534567","Amphioctopus rex","(Nateewathana & Norman, 1999)","accepted",NA,220,"Species",534567,"Amphioctopus rex","(Nateewathana & Norman, 1999)",341406,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Amphioctopus","MolluscaBase eds. (2025). MolluscaBase. Amphioctopus rex (Nateewathana & Norman, 1999). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=534567 on 2025-06-19","urn:lsid:marinespecies.org:taxname:534567",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
534563,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=534563","Amphioctopus robsoni","(Adam, 1941)","accepted",NA,220,"Species",534563,"Amphioctopus robsoni","(Adam, 1941)",341406,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Amphioctopus","MolluscaBase eds. (2025). MolluscaBase. Amphioctopus robsoni (Adam, 1941). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=534563 on 2025-06-19","urn:lsid:marinespecies.org:taxname:534563",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
534527,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=534527","Amphioctopus siamensis","(Nateewathana & Norman, 1999)","accepted",NA,220,"Species",534527,"Amphioctopus siamensis","(Nateewathana & Norman, 1999)",341406,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Amphioctopus","MolluscaBase eds. (2025). MolluscaBase. Amphioctopus siamensis (Nateewathana & Norman, 1999). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=534527 on 2025-06-19","urn:lsid:marinespecies.org:taxname:534527",1,NA,0,0,NA,"exact","2017-11-16T22:19:15.887Z"
